path,depth,use_bias,use_residual,seed,layer_index,grad_norm
sequential,7,true,true,1,8,0.14811811
sequential,8,false,false,1,1,9.636225
sequential,8,false,false,1,2,8.457759
sequential,8,false,false,1,3,3.3032806
sequential,8,false,false,1,4,2.6155882
sequential,8,false,false,1,5,1.459905
sequential,8,false,false,1,6,1.360178
sequential,8,false,false,1,7,0.9790885
sequential,8,false,false,1,8,0.5411334
sequential,8,false,false,1,9,0.3284438
sequential,8,true,false,1,1,1.1903214
sequential,8,true,false,1,2,1.8475968
sequential,8,true,false,1,3,1.687827
sequential,8,true,false,1,4,0.99225163
sequential,8,true,false,1,5,0.7301109
sequential,8,true,false,1,6,0.6911342
sequential,8,true,false,1,7,0.5143836
sequential,8,true,false,1,8,0.4343796
sequential,8,true,false,1,9,0.40425345
sequential,8,false,true,1,1,70.66494
sequential,8,false,true,1,2,32.929913
sequential,8,false,true,1,3,12.702657
sequential,8,false,true,1,4,26.148293
sequential,8,false,true,1,5,2.7119546
sequential,8,false,true,1,6,1.362498
sequential,8,false,true,1,7,0.76645577
sequential,8,false,true,1,8,0.43192962
sequential,8,false,true,1,9,0.19349504
sequential,8,true,true,1,1,2.8156013
sequential,8,true,true,1,2,3.6655147
sequential,8,true,true,1,3,1.8439854
sequential,8,true,true,1,4,0.94241774
sequential,8,true,true,1,5,0.5085888
sequential,8,true,true,1,6,0.33572793
sequential,8,true,true,1,7,0.19822213
sequential,8,true,true,1,8,0.16715932
sequential,8,true,true,1,9,0.13062015
sequential,9,false,false,1,1,20.244675
sequential,9,false,false,1,2,19.936348
sequential,9,false,false,1,3,4.331159
sequential,9,false,false,1,4,2.6237087
sequential,9,false,false,1,5,2.947931
sequential,9,false,false,1,6,2.5727167
sequential,9,false,false,1,7,0.975859
sequential,9,false,false,1,8,0.6109201
sequential,9,false,false,1,9,0.43094334
sequential,9,false,false,1,10,0.28581116
sequential,9,true,false,1,1,2.715548
sequential,9,true,false,1,2,3.1452122
sequential,9,true,false,1,3,1.7285695
sequential,9,true,false,1,4,1.3266639
sequential,9,true,false,1,5,1.2273713
sequential,9,true,false,1,6,0.5630771
sequential,9,true,false,1,7,0.8596852
sequential,9,true,false,1,8,0.6529886
sequential,9,true,false,1,9,0.3535974
sequential,9,true,false,1,10,0.32051277
sequential,9,false,true,1,1,211.29817
sequential,9,false,true,1,2,52.001896
sequential,9,false,true,1,3,30.831888
sequential,9,false,true,1,4,121.96063
sequential,9,false,true,1,5,8.799332
sequential,9,false,true,1,6,4.6558332
sequential,9,false,true,1,7,2.727198
sequential,9,false,true,1,8,1.7208998
sequential,9,false,true,1,9,0.95290357
sequential,9,false,true,1,10,0.5538502
sequential,9,true,true,1,1,4.9808187
sequential,9,true,true,1,2,2.745423
sequential,9,true,true,1,3,1.7441955
sequential,9,true,true,1,4,1.2372832
sequential,9,true,true,1,5,0.6951542
sequential,9,true,true,1,6,0.7000534
sequential,9,true,true,1,7,0.25249493
sequential,9,true,true,1,8,0.21304123
sequential,9,true,true,1,9,0.1457865
sequential,9,true,true,1,10,0.10800008
sequential,10,false,false,1,1,50.890316
sequential,10,false,false,1,2,12.481115
sequential,10,false,false,1,3,7.327585
sequential,10,false,false,1,4,4.2935944
sequential,10,false,false,1,5,3.3409834
sequential,10,false,false,1,6,14.06301
sequential,10,false,false,1,7,2.2671714
sequential,10,false,false,1,8,0.88792586
sequential,10,false,false,1,9,0.5648701
sequential,10,false,false,1,10,0.3759391
sequential,10,false,false,1,11,0.27078268
sequential,10,true,false,1,1,5.268505
sequential,10,true,false,1,2,4.481794
sequential,10,true,false,1,3,3.5725005
sequential,10,true,false,1,4,3.1381104
sequential,10,true,false,1,5,1.7611861
sequential,10,true,false,1,6,1.2052479
sequential,10,true,false,1,7,1.0472046
sequential,10,true,false,1,8,1.6528947
sequential,10,true,false,1,9,0.56437004
sequential,10,true,false,1,10,0.37740323
sequential,10,true,false,1,11,0.2750595
sequential,10,false,true,1,1,401.33875
sequential,10,false,true,1,2,151.56729
sequential,10,false,true,1,3,58.9883
sequential,10,false,true,1,4,339.8849
sequential,10,false,true,1,5,16.353573
sequential,10,false,true,1,6,7.856088
sequential,10,false,true,1,7,4.0803804
sequential,10,false,true,1,8,2.4176474
sequential,10,false,true,1,9,1.180265
sequential,10,false,true,1,10,0.6052012
