path,depth,use_bias,use_residual,seed,init_loss,final_loss,test_acc,grad_encoder,grad_last,grad_ratio,grad_min,grad_max,n_params
sequential,20,true,false,1,0.9826732,0.47064263,0.1925,168.42392,0.36917394,456.21832,0.36917394,174.07709,2004
sequential,20,false,true,1,1.0007498,0.99678236,0.1045,1.7333258e7,0.23541987,7.3627e7,0.23541987,2.7044364e7,1876
sequential,20,true,true,1,1.0221995,0.9775399,0.114,44.747684,0.07403662,604.39935,0.07403662,44.747684,2004
sequential,25,false,false,1,0.9602115,0.8874224,0.128,3.550064e6,0.38743493,9.162994e6,0.38743493,3.550064e6,1881
sequential,25,true,false,1,1.04377,0.5306049,0.176,474.4441,0.34556228,1372.9626,0.30192602,654.8994,2009
sequential,25,false,true,1,1.001414,0.99967587,0.095,1.0060068e9,0.25345075,3.9692398e9,0.25345075,1.0060068e9,1881
sequential,25,true,true,1,0.99480754,0.9695692,0.1025,205.89763,0.063092574,3263.421,0.063092574,205.89763,2009
sequential,30,false,false,1,0.9840822,0.8947619,0.0775,2.0879942e7,0.2839152,7.354288e7,0.2839152,2.0879942e7,1886
sequential,30,true,false,1,1.0031364,0.52979714,0.191,6651.5215,0.5119632,12992.187,0.5119632,10660.049,2014
sequential,30,false,true,1,1.0095625,0.98648816,0.0895,1.9259128e10,0.18054938,1.0666959e11,0.18054938,3.4902802e10,1886
sequential,30,true,true,1,1.0005641,1.0030266,0.1005,993.3459,0.051804185,19175.012,0.051804185,1390.5625,2014
sequential,35,false,false,1,0.9532964,1.0023998,0.074,1.488241e8,0.2834551,5.2503587e8,0.2834551,1.488241e8,1891
sequential,35,true,false,1,0.9959593,0.57830095,0.1095,26646.484,0.49049178,54326.06,0.49049178,26646.484,2019
sequential,35,false,true,1,1.0093242,0.9916371,0.0965,2.771606e12,0.26276112,1.0548007e13,0.26276112,2.771606e12,1891
sequential,35,true,true,1,0.97563016,0.99622446,0.1135,7473.9976,0.050005525,149463.44,0.050005525,11763.493,2019
sequential,40,false,false,1,0.9500549,0.9231454,0.06,6.4518733e9,0.4501036,1.4334196e10,0.4501036,6.4518733e9,1896
sequential,40,true,false,1,1.0595,0.5578471,0.168,227470.66,0.20446908,1.1124941e6,0.20446908,227470.66,2024
sequential,40,false,true,1,1.0099125,1.0025967,0.095,1.0044364e14,0.28089738,3.5758126e14,0.28089738,1.0044364e14,1896
sequential,40,true,true,1,0.9956672,0.97482246,0.0925,55790.836,0.047218427,1.181548e6,0.047218427,55790.836,2024
sequential,45,false,false,1,1.0216188,0.950126,0.163,1.8984337e10,0.30743462,6.1750813e10,0.30743462,1.8984337e10,1901
sequential,45,true,false,1,1.0112848,0.56846297,0.095,263823.8,0.4196149,628728.4,0.4196149,303737.6,2029
sequential,45,false,true,1,1.00301,1.0172443,0.0985,1.32364355e17,0.23371913,5.6633944e17,0.23371913,1.32364355e17,1901
sequential,45,true,true,1,1.0015829,1.0138829,0.095,2.121654e6,0.047078002,4.506678e7,0.047078002,2.121654e6,2029
sequential,50,false,false,1,1.0038323,0.95095575,0.069,7.561672e11,0.5966746,1.2673024e12,0.5966746,7.561672e11,1906
sequential,50,true,false,1,1.0243156,0.5117507,0.103,1.01006425e6,0.31475177,3.209082e6,0.31475177,1.4319309e6,2034
sequential,50,false,true,1,0.98327744,1.0193107,0.11,1.3692148e18,0.19249982,7.112811e18,0.19249982,1.3692148e18,1906
sequential,50,true,true,1,0.99407756,0.9910735,0.0985,3.3774148e7,0.04482493,7.534679e8,0.04482493,3.3774148e7,2034
