arm,depth,seed,block_index,alpha
rezero_warm_g,50,3,33,0.15813181
rezero_warm_g,50,3,34,0.17002323
rezero_warm_g,50,3,35,0.15459576
rezero_warm_g,50,3,36,0.16002017
rezero_warm_g,50,3,37,0.16411144
rezero_warm_g,50,3,38,0.17354903
rezero_warm_g,50,3,39,0.18364382
rezero_warm_g,50,3,40,0.17653698
rezero_warm_g,50,3,41,0.19487011
rezero_warm_g,50,3,42,0.18504843
rezero_warm_g,50,3,43,0.20481756
rezero_warm_g,50,3,44,0.20792714
rezero_warm_g,50,3,45,0.21406987
rezero_warm_g,50,3,46,0.21944581
rezero_warm_g,50,3,47,0.23755169
rezero_warm_g,50,3,48,0.25832322
rezero_warm_g,50,3,49,0.28849405
rezero_warm_g,50,3,50,0.27895355
