eps,omega_p,n_cycles,readout,jitter,kmode,project,rep,cos,cos_l1,cos_l2,relerr_l1,resid,steps,cycles,gitrev
0.03,0.02,8,0.02,0.25,zero,soft,2,0.15364109737830103,0.15364109737830103,0.22467956260474642,6.885225467094528,8.953138e-5,5852,2926.0,5ef5c11-d91a027d8
0.3,0.05,2,0.005,4.0,zero,hard,8,0.09559817144969669,0.09559817144969669,0.21937991008051577,4.6045823563040855,0.00089239184,953,476.5,5ef5c11-d91a027d8
0.03,0.02,2,0.005,0.0,zero,hard,3,0.16172602616333345,0.16394143600065164,0.16172602616333345,7.302393046638454,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.3,0.05,2,0.0,1.0,zero,hard,5,0.000691045444430714,0.000691045444430714,0.006219801156814002,41.06738772628591,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.01,0.0,zero,hard,2,0.22812642204837577,0.22812642204837577,0.3903566340157282,2.854244721097866,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.02,2,0.0,1.0,zero,hard,6,-0.0009188229522347856,-0.0009188229522347856,0.004875418942345333,227.03022314523827,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.003,0.05,8,0.0,1.0,zero,soft,7,-0.012388913701833527,0.00199756770261167,-0.012388913701833527,1898.246931821413,0.000232274,2459,1229.5,5ef5c11-d91a027d8
0.003,0.05,2,0.02,0.0,zero,hard,2,-0.002173413715486232,0.0006688170750383727,-0.002173413715486232,1.9135826546293024,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.005,1.0,zero,hard,5,0.02728651105117077,0.02728651105117077,0.09496880085141247,135.18953727717417,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.01,4.0,zero,hard,8,-0.012751384062428506,-0.012751384062428506,-0.0007299859444551547,893.3379724608563,0.00089239184,953,476.5,5ef5c11-d91a027d8
0.003,0.05,8,0.02,1.0,zero,hard,1,0.014350124893351808,0.015260366378513749,0.014350124893351808,299.3566108799033,0.00032680426,2459,1229.5,5ef5c11-d91a027d8
0.03,0.05,8,0.005,0.0,zero,soft,4,0.07058378103833383,0.07058378103833383,0.13736630721509524,5.986849189258045,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.3,0.02,2,0.005,0.0,zero,hard,3,0.4365927306255106,0.4365927306255106,0.7093753651154955,2.022230612024484,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.03,0.05,2,0.02,0.0,zero,hard,2,0.09338478450744743,0.09338478450744743,0.1012492117447178,9.171244140164726,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.005,1.0,zero,hard,5,0.07821899194130971,0.07821899194130971,0.22209720108934963,13.519205322307755,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.02,0.0,zero,hard,2,0.26526622815038403,0.26526622815038403,0.3183631180693048,3.6308197397010638,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.005,1.0,zero,hard,5,0.4966035220076852,0.4966035220076852,0.8311918706479267,1.3985827912489477,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.3,0.02,2,0.0,1.0,zero,hard,6,-0.0009307811935337047,-0.0009307811935337047,0.004733887514438923,22.72531397045625,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.03,0.05,2,0.01,4.0,zero,hard,8,-0.007446859394574279,-0.007446859394574279,0.007583725096729924,89.35368174897695,0.00089239184,953,476.5,5ef5c11-d91a027d8
0.003,0.02,2,0.01,0.0,zero,hard,3,0.0027229090862623123,0.0027229090862623123,0.11516514045240736,7.783424329535756,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.3,0.02,8,0.005,4.0,zero,soft,5,0.4722747796577469,0.4722747796577469,0.779359356140659,1.5809062833449652,0.00077848433,5852,2926.0,5ef5c11-d91a027d8
0.003,0.05,2,0.0,0.25,zero,hard,2,-0.001252025533293933,-0.001252025533293933,0.02509568086970382,4104.391121682607,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.01,1.0,zero,hard,5,0.009912500867333416,0.009912500867333416,0.07043268993637325,276.6402347628656,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.3,0.05,8,0.005,0.0,zero,soft,4,0.3770967022055362,0.3770967022055362,0.5918768619388296,1.819553742918964,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.3,0.05,2,0.01,4.0,zero,hard,8,0.04052453302621939,0.04052453302621939,0.10686027943218501,8.969833498865567,0.00089239184,953,476.5,5ef5c11-d91a027d8
0.03,0.05,8,0.0,1.0,zero,soft,7,-0.012390821104205618,0.001997490036247043,-0.012390821104205618,189.82543606008645,0.000232274,2459,1229.5,5ef5c11-d91a027d8
0.03,0.05,8,0.02,1.0,zero,hard,1,0.04182580582721278,0.04182580582721278,0.066744707684173,29.92249150260612,0.00032680426,2459,1229.5,5ef5c11-d91a027d8
0.03,0.05,2,0.0,0.25,zero,hard,2,-0.0011068652256361964,-0.0011068652256361964,0.025442897325368155,410.4427639798785,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.01,1.0,zero,hard,5,0.03556623645436281,0.03556623645436281,0.12897527577023085,27.65759585013192,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.003,0.02,2,0.005,1.0,zero,hard,6,-0.02798322436354093,0.029169782145848897,-0.02798322436354093,74.78779815742773,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.003,0.05,2,0.02,4.0,zero,hard,8,-0.014404421594461122,-0.014404421594461122,-0.005518740696363236,1702.6659608909936,0.00089239184,953,476.5,5ef5c11-d91a027d8
0.03,0.02,2,0.01,0.0,zero,hard,3,0.1214869376195916,0.1214869376195916,0.1946195687966503,10.392445083760052,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.3,0.05,2,0.01,1.0,zero,hard,5,0.2745869756347083,0.2745869756347083,0.6266301301059014,2.7946836123182783,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.0,0.25,zero,hard,2,0.00034391199313841685,0.00034391199313841685,0.028918846799313867,41.058097381023536,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.02,4.0,zero,hard,8,-0.01210642001504121,-0.01210642001504121,-0.0011817189060114232,170.2448858868548,0.00089239184,953,476.5,5ef5c11-d91a027d8
0.003,0.05,8,0.01,0.0,zero,soft,4,0.023994896813036026,0.023994896813036026,0.026952910538653976,29.567002238826134,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.3,0.02,8,0.02,0.25,zero,soft,2,0.7591277817056472,0.7591277817056472,0.8335312298274787,0.7987600748333676,8.953138e-5,5852,2926.0,5ef5c11-d91a027d8
0.003,0.05,2,0.02,1.0,zero,hard,5,0.013044622662608524,0.013044622662608524,0.09941392522802339,551.7943748529614,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.005,0.25,zero,hard,2,0.0024246596323327318,0.008548323082992467,0.0024246596323327318,53.02708988699626,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.02,2,0.01,0.0,zero,hard,3,0.24636318962045461,0.24636318962045461,0.4367010150316149,3.0676509843827167,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.3,0.05,2,0.02,4.0,zero,hard,8,0.009613975176209206,0.009613975176209206,0.04210641020404753,17.042586442370734,0.00089239184,953,476.5,5ef5c11-d91a027d8
0.03,0.02,2,0.005,1.0,zero,hard,6,0.11539146261212606,0.11539146261212606,0.12596395736758803,7.4784776432434965,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.03,0.05,2,0.005,0.25,zero,hard,2,0.13765242379016382,0.13765242379016382,0.23152347246527052,5.310015939382373,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.02,1.0,zero,hard,5,0.027691821713306183,0.027691821713306183,0.12150450510148945,55.21536231211968,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.0,0.0,zero,soft,8,0.34417393715030026,0.34417393715030026,0.7883058198430191,1.6336590755421094,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.3,0.05,8,0.0,1.0,zero,soft,7,-0.012406427216082098,0.0019970914821026376,-0.012406427216082098,19.006998725472673,0.000232274,2459,1229.5,5ef5c11-d91a027d8
0.03,0.05,2,0.0,0.0,zero,soft,8,0.8540581242435837,0.8732319405199429,0.8540581242435837,0.49571023433270256,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.02,1.0,zero,hard,5,0.15258990488348198,0.15258990488348198,0.43172200173400127,5.545977031090467,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.005,0.25,zero,hard,2,0.7669331885318431,0.7669331885318431,0.8391856848755771,0.6917667866224292,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,8,0.01,0.0,zero,soft,4,0.07482650052121714,0.07482650052121714,0.08916302491983179,10.252400241319599,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.3,0.05,2,0.0,0.0,zero,soft,8,0.856746373484547,0.9014161082352701,0.856746373484547,0.4522972622184473,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.3,0.05,8,0.02,1.0,zero,hard,1,0.28846324777351634,0.28846324777351634,0.5351917551964472,2.98408250903235,0.00032680426,2459,1229.5,5ef5c11-d91a027d8
0.003,0.02,2,0.02,0.0,zero,hard,3,0.03672764170568123,0.03672764170568123,0.05123305745280406,76.92330974750885,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.3,0.02,2,0.005,1.0,zero,hard,6,0.6649032167178606,0.6649032167178606,0.7671400549904291,0.8673661262764017,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.003,0.05,2,0.01,0.25,zero,hard,2,0.0028541168077411937,0.0028541168077411937,0.0734415391800349,105.00146423051913,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.005,0.0,zero,soft,8,0.1243799702550659,0.1243799702550659,0.2441707933058185,23.134024014588014,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.0,4.0,zero,hard,5,-0.012784243437538355,0.0005945531807602559,-0.012784243437538355,4051.100099514319,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.005,0.0,zero,soft,8,0.13654377126666536,0.13654377126666536,0.19540000809982916,5.943290504167021,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.01,0.25,zero,hard,2,0.061379578772148016,0.061379578772148016,0.1836181590870905,10.504831961581505,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.0,4.0,zero,hard,5,-0.012790992228453608,0.0005953733029785743,-0.012790992228453608,405.11206173667836,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.03,0.02,2,0.02,0.0,zero,hard,3,0.06028947785722497,0.11758031271699776,0.06028947785722497,15.09291422699057,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.003,0.02,8,0.01,4.0,zero,soft,5,-0.004007200493514204,-0.004007200493514204,-0.0030600681744962907,307.554791430683,0.00077848433,5852,2926.0,5ef5c11-d91a027d8
0.003,0.05,8,0.005,1.0,zero,soft,7,0.012222991965081278,0.012222991965081278,0.1111993237347065,63.05004482751045,0.000232274,2459,1229.5,5ef5c11-d91a027d8
0.3,0.05,8,0.01,0.0,zero,soft,4,0.243924730548544,0.243924730548544,0.2813338786959544,2.8670637094714344,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.3,0.05,2,0.005,0.0,zero,soft,8,0.3570529420179934,0.3570529420179934,0.5823750365205737,1.7892917143366012,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.01,0.25,zero,hard,2,0.5459757802192015,0.5459757802192015,0.7610883293271795,1.17165036602386,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.003,0.02,2,0.01,1.0,zero,hard,6,-0.008204123885981473,0.03810489612182952,-0.008204123885981473,146.4891098186763,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.3,0.05,2,0.0,4.0,zero,hard,5,-0.012857993785992174,0.0006036726631475334,-0.012857993785992174,40.52272609291593,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.01,0.0,zero,soft,8,-0.07115326941948705,0.02872164911360254,-0.07115326941948705,31.761120590066113,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.02,0.25,zero,hard,2,0.01935971195528121,0.01935971195528121,0.029156944931592134,204.2617758117967,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.02,2,0.02,0.0,zero,hard,3,0.24168148400470163,0.24168148400470163,0.27141191897639766,4.1075667767658945,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.03,0.05,2,0.01,0.0,zero,soft,8,0.04233224020329094,0.04233224020329094,0.15277913187538703,7.5782129049007665,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.05,8,0.0,4.0,zero,hard,1,-0.0031478053708584985,-0.0031478053708584985,-0.00021904272780788063,2241.0077063432177,0.00032680426,2459,1229.5,5ef5c11-d91a027d8
0.003,0.05,2,0.005,4.0,zero,hard,5,0.01390227346773885,0.01390227346773885,0.0824853996538483,526.077997370827,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.02,0.25,zero,hard,2,0.05377735264954119,0.05377735264954119,0.10836464396915213,20.50274583705646,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.01,0.0,zero,soft,8,0.23222176372980347,0.23222176372980347,0.47886384465047405,2.7132278621291923,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.05,8,0.02,0.0,zero,soft,4,0.011073023457286462,0.02545281407850556,0.011073023457286462,88.08386726072217,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.03,0.02,2,0.01,1.0,zero,hard,6,0.06805368053908278,0.08287230029980665,0.06805368053908278,14.649816986687314,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.03,0.05,2,0.005,4.0,zero,hard,5,0.026959576324926265,0.026959576324926265,0.1151773797099935,52.641245323400156,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.03,0.05,8,0.005,1.0,zero,soft,7,0.11728827771363491,0.11728827771363491,0.36516758755788237,6.316150842606453,0.000232274,2459,1229.5,5ef5c11-d91a027d8
0.003,0.05,2,0.02,0.0,zero,soft,8,0.025306534311388747,0.025306534311388747,0.16693473258582772,45.852384703032314,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.02,0.25,zero,hard,2,0.3764464776624446,0.3764464776624446,0.5488557744819441,2.0835913260177317,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.005,4.0,zero,hard,5,0.15588398631724995,0.15588398631724995,0.41932671102636127,5.285174148439695,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.02,0.0,zero,soft,8,0.03512157145726645,0.03512157145726645,0.21044826289365207,9.567266667923512,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.02,2,0.0,0.25,zero,hard,3,0.004533859579826884,0.004533859579826884,0.007247780561308176,2706.2376299627736,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.003,0.05,2,0.0,1.0,zero,hard,2,-0.004906866675987593,-0.0016653603414477282,-0.004906866675987593,4318.276229553731,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.01,4.0,zero,hard,5,0.011508906404624633,0.011508906404624633,0.07101516199733839,1031.8856946278918,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.003,0.02,8,0.0,1.0,zero,soft,2,-0.002495289967062186,-0.0004220872751799979,-0.002495289967062186,1431.083558648449,8.953138e-5,5852,2926.0,5ef5c11-d91a027d8
0.3,0.05,2,0.02,0.0,zero,soft,8,0.1670537613516484,0.1670537613516484,0.34640326217212525,4.066123897000319,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.3,0.02,2,0.01,1.0,zero,hard,6,0.45158006107207815,0.45158006107207815,0.603522206517525,1.5222375427508799,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.03,0.05,8,0.02,0.0,zero,soft,4,0.07840699911285928,0.07840699911285928,0.25226571648412366,15.466814853985621,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.03,0.05,2,0.0,1.0,zero,hard,2,-0.004907791670314294,-0.001664198687522198,-0.004907791670314294,431.8281435159925,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.01,4.0,zero,hard,5,0.017549062228676766,0.017549062228676766,0.0842586524491721,103.17904836150532,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.03,0.05,8,0.0,4.0,zero,hard,1,-0.0031474402964067304,-0.0031474402964067304,-0.00021710281229094455,224.1076182040385,0.00032680426,2459,1229.5,5ef5c11-d91a027d8
0.3,0.05,8,0.005,1.0,zero,soft,7,0.7330934266201572,0.7330934266201572,0.909906049604406,0.7357116402394133,0.000232274,2459,1229.5,5ef5c11-d91a027d8
0.003,0.05,2,0.0,0.25,zero,soft,8,-0.019513282285294135,-0.013181837853377024,-0.019513282285294135,3904.6680293146387,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.01,4.0,zero,hard,5,0.08214476333228773,0.08214476333228773,0.2532262075802083,10.343496164384202,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.0,1.0,zero,hard,2,-0.004913802018113267,-0.0016526794373152665,-0.004913802018113267,43.19566174824925,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.02,2,0.0,0.25,zero,hard,3,0.004797320553665855,0.004797320553665855,0.007879780844444068,270.62259754603076,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.03,0.05,2,0.0,0.25,zero,soft,8,-0.019131049246608238,-0.013047186811452102,-0.019131049246608238,390.47899518861925,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.02,2,0.02,1.0,zero,hard,6,-0.05618942340761955,0.03712651426981898,-0.05618942340761955,293.4400072999058,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.03,0.02,8,0.01,4.0,zero,soft,5,0.020879648807928173,0.020879648807928173,0.05339337378665901,30.7477072971677,0.00077848433,5852,2926.0,5ef5c11-d91a027d8
0.003,0.05,2,0.02,4.0,zero,hard,5,0.015807907915740518,0.015807907915740518,0.06248078238552509,1948.6333786319715,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.005,1.0,zero,hard,2,0.04123812412416405,0.04123812412416405,0.04237470719243115,143.20151374160147,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.05,8,0.02,0.0,zero,soft,4,0.11766634536611176,0.11766634536611176,0.33633912707085095,3.821694561874769,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.03,0.05,2,0.02,4.0,zero,hard,5,0.018650995751794446,0.018650995751794446,0.06888162507962002,194.90354095961965,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.005,1.0,zero,hard,2,0.08864053649860255,0.08864053649860255,0.13133418071666286,14.297719943833945,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.0,0.25,zero,soft,8,-0.015311517019412949,-0.011696681151026476,-0.015311517019412949,39.06897386204223,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.05,8,0.01,1.0,zero,soft,7,0.00357744714376224,0.00357744714376224,0.09794366425315078,126.02050313393185,0.000232274,2459,1229.5,5ef5c11-d91a027d8
0.03,0.02,2,0.02,1.0,zero,hard,6,-0.01689917088589235,0.06008869613692371,-0.01689917088589235,29.351182735602855,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.3,0.05,8,0.0,4.0,zero,hard,1,-0.003143593243104008,-0.003143593243104008,-0.00019768852450328454,22.435123760538932,0.00032680426,2459,1229.5,5ef5c11-d91a027d8
0.3,0.02,2,0.0,0.25,zero,hard,3,0.007438152685221243,0.007438152685221243,0.014153337997921808,27.075282638784106,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.3,0.05,2,0.005,1.0,zero,hard,2,0.4966162185510372,0.4966162185510372,0.7093104385384204,1.457086330150161,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.005,0.25,zero,soft,8,-0.008635970852359318,-0.008635970852359318,0.017365978368692112,49.48081072612231,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.02,4.0,zero,hard,5,0.04700522672053088,0.04700522672053088,0.14416467144693085,19.514995962431357,0.00036867431,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.0,0.0,zero,soft,5,0.379301512312492,0.379301512312492,0.8729743285063271,1.6072105644959365,0.00077848433,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.005,0.25,zero,soft,8,0.12151015256529582,0.12151015256529582,0.2797268856254351,5.015677116526276,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.01,1.0,zero,hard,2,0.01976048424775538,0.01976048424775538,0.037365125418722486,282.26877053682114,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.0,0.0,zero,soft,5,0.8784926526118632,0.8784926526118632,0.9215234024446911,0.4845781685684968,0.00077848433,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.0,0.0,zero,soft,5,0.9031367616252558,0.9031367616252558,0.9228056911816773,0.44592209975128677,0.00077848433,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.005,0.25,zero,soft,8,0.7165658805723446,0.7165658805723446,0.8279597605923913,0.7374730428307341,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.01,1.0,zero,hard,2,0.042532672343279135,0.042532672343279135,0.08110598308579138,28.20274197041974,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.02,2,0.02,1.0,zero,hard,6,0.26665079702541816,0.26665079702541816,0.34028122465748556,2.952800542817272,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.003,0.02,2,0.005,0.25,zero,hard,3,0.03339703667797476,0.03339703667797476,0.04414264331337588,32.09382641220176,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.03,0.05,8,0.01,1.0,zero,soft,7,0.05659969879721893,0.05659969879721893,0.22408113756933074,12.590471891676025,0.000232274,2459,1229.5,5ef5c11-d91a027d8
0.003,0.05,8,0.0,0.25,zero,soft,4,0.0017492686844275834,0.00207350915154459,0.0017492686844275834,2045.1508793795392,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.003,0.05,2,0.005,0.0,zero,soft,5,0.03481723585994471,0.03481723585994471,0.2242925094867751,17.901075991135414,0.00077848433,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.01,0.25,zero,soft,8,-0.007356190407922737,0.0022365909198475797,-0.007356190407922737,101.38666254418757,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.05,8,0.005,4.0,zero,hard,1,-0.0026685770202102385,-0.0026685770202102385,0.00610368004596541,285.0992003269373,0.00032680426,2459,1229.5,5ef5c11-d91a027d8
0.3,0.05,2,0.01,1.0,zero,hard,2,0.2750305520475931,0.2750305520475931,0.4532128489810342,2.8560054952099527,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.005,0.0,zero,soft,5,0.08244414779056466,0.08244414779056466,0.34492724046368023,5.403948820937745,0.00077848433,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.01,0.25,zero,soft,8,0.06827100765340918,0.06827100765340918,0.1109599838710025,10.158792962227212,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.02,1.0,zero,hard,2,0.01813978540163536,0.01813978540163536,0.029171562855698146,574.1058001856235,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.005,0.0,zero,soft,5,0.4041997282607489,0.4041997282607489,0.7362399220921234,1.7767239195084632,0.00077848433,953,476.5,5ef5c11-d91a027d8
0.03,0.02,2,0.005,0.25,zero,hard,3,0.2950964606020354,0.2950964606020354,0.45660562061183596,3.220299728044992,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.03,0.02,8,0.0,1.0,zero,soft,2,-0.0024966132646620466,-0.0004211016868987116,-0.0024966132646620466,143.11094694584216,8.953138e-5,5852,2926.0,5ef5c11-d91a027d8
0.3,0.05,2,0.01,0.25,zero,soft,8,0.5004063653107662,0.5004063653107662,0.7320184968882821,1.171953480798267,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.003,0.05,2,0.01,0.0,zero,soft,5,0.03127913938819419,0.03127913938819419,0.2743083433718848,13.024035094832684,0.00077848433,953,476.5,5ef5c11-d91a027d8
0.003,0.02,2,0.0,4.0,zero,hard,6,-0.019051057504086526,0.001454078410223076,-0.019051057504086526,2253.674988197148,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.03,0.05,2,0.02,1.0,zero,hard,2,0.03067026761842432,0.03067026761842432,0.05623384500678716,57.33505929234105,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.05,8,0.01,1.0,zero,soft,7,0.4974742638431666,0.4974742638431666,0.8278098654298096,1.3110666616575772,0.000232274,2459,1229.5,5ef5c11-d91a027d8
0.3,0.02,8,0.01,4.0,zero,soft,5,0.2560909665185203,0.2560909665185203,0.5192389983799215,3.0846690268359156,0.00077848433,5852,2926.0,5ef5c11-d91a027d8
0.003,0.05,2,0.02,0.25,zero,soft,8,-0.038459648940588224,0.006917655039570769,-0.038459648940588224,201.37037677361394,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.03,0.05,2,0.01,0.0,zero,soft,5,0.10956661724646143,0.10956661724646143,0.2206728008379936,7.615102295729768,0.00077848433,953,476.5,5ef5c11-d91a027d8
0.03,0.05,8,0.0,0.25,zero,soft,4,0.0023454557108278672,0.0023454557108278672,0.0023924679837710834,204.51281633118418,3.2716056e-5,2459,1229.5,5ef5c11-d91a027d8
0.3,0.05,2,0.02,1.0,zero,hard,2,0.14820328137433683,0.14820328137433683,0.24741012808545718,5.7212631420534965,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.03,0.05,8,0.005,4.0,zero,hard,1,0.023799702820233644,0.023799702820233644,0.06405865789672201,28.49830405884084,0.00032680426,2459,1229.5,5ef5c11-d91a027d8
0.03,0.05,2,0.02,0.25,zero,soft,8,0.034237556688367,0.034237556688367,0.0346229836593647,20.148524628833922,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.3,0.02,2,0.005,0.25,zero,hard,3,0.8991078805045223,0.8991078805045223,0.9503233475164392,0.46990535428898655,3.956093e-5,2084,1042.0,5ef5c11-d91a027d8
0.003,0.05,2,0.0,4.0,zero,hard,2,-0.004483375643556691,0.0014043790806429347,-0.004483375643556691,4265.995853312023,9.048635e-6,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.01,0.0,zero,soft,5,0.31202497653188405,0.31202497653188405,0.5141402251684314,2.441507202161142,0.00077848433,953,476.5,5ef5c11-d91a027d8
0.3,0.05,2,0.02,0.25,zero,soft,8,0.305965333569883,0.305965333569883,0.5476617359362785,2.1090362971756376,7.821367e-5,953,476.5,5ef5c11-d91a027d8
0.03,0.02,2,0.0,4.0,zero,hard,6,-0.019057533713696225,0.001453445153858141,-0.019057533713696225,225.36799755301527,0.000112622154,2084,1042.0,5ef5c11-d91a027d8
0.003,0.05,2,0.02,0.0,zero,soft,5,-0.04022560100216517,-0.04022560100216517,0.3449062553914743,1.8639578094641422,0.00077848433,953,476.5,5ef5c11-d91a027d8
