eps,omega_p,n_cycles,rep,cos,cos_l1,cos_l2,relerr_l1,steps
0.3,0.2,1,2,0.47667304863747034,0.47667304863747034,0.7515485426482276,0.8980574948952083,326
0.03,0.02,2,1,0.9965114105986415,0.9965114105986415,0.9972969445294463,0.09130831295637008,2084
0.1,0.1,4,3,0.44255380033520547,0.44255380033520547,0.842096358541879,1.4327461648206323,830
0.03,0.1,8,6,0.053104008536237195,0.053104008536237195,0.3116915120333697,5.918944047063431,1334
0.03,0.1,1,5,0.2456394548689427,0.2456394548689427,0.7918383352579883,2.444471144259397,452
0.003,0.05,1,1,0.24958595417418825,0.24958595417418825,0.7809175141257484,3.2839668637699626,702
0.003,0.2,1,3,-0.04764402546823481,0.04101488055942904,-0.04764402546823481,45.8298843581723,326
0.01,0.2,1,3,0.05910993512339434,0.05910993512339434,0.0726133255353027,13.719733975082244,326
0.1,0.1,1,5,0.5939206972964854,0.5939206972964854,0.8899076527101388,0.8932482033317863,452
0.1,0.01,2,7,0.9989232214921359,0.9992564216793027,0.9989232214921359,0.04776240626073398,3971
0.1,0.01,1,4,0.9894135879504401,0.997568788879798,0.9894135879504401,0.07695020284101822,2714
0.03,0.2,1,3,0.11049219505626091,0.11049219505626091,0.3711392562969308,4.588176989645372,326
0.01,0.05,1,1,0.6564128285549756,0.6564128285549756,0.9623852183937885,0.9990681308156467,702
0.3,0.1,1,5,0.7913275436510795,0.7913275436510795,0.9000881575345958,0.6149121048737208,452
0.1,0.2,1,3,0.2730400323932586,0.2730400323932586,0.7071351027332745,1.53257713779481,326
0.3,0.1,4,3,0.7577726216323502,0.7577726216323502,0.9053375239231783,0.6622486928002521,830
0.3,0.2,1,3,0.5049414615902174,0.5049414615902174,0.7705771486155003,0.8925996704735791,326
0.003,0.1,1,6,0.013572442817623839,0.013572442817623839,0.03923167089026166,21.33668829907516,452
0.1,0.1,8,6,0.16916751406646993,0.16916751406646993,0.6607997032778311,1.9456311234556352,1334
0.003,0.2,1,4,0.02038014209628019,0.02038014209628019,0.09396470234821401,44.55699903971131,326
0.01,0.1,1,6,0.0476882995994754,0.0476882995994754,0.27803535291292114,6.441872167279179,452
0.01,0.2,1,4,0.035117670021826544,0.035117670021826544,0.20780908828856023,13.374988539253282,326
0.1,0.02,2,1,0.9967807621785532,0.9967807621785532,0.9972616920887066,0.08843627020836978,2084
0.03,0.1,1,6,0.14104825333758486,0.14104825333758486,0.6172971052296687,2.2855491667264776,452
0.03,0.2,1,4,0.07681598322594603,0.07681598322594603,0.43817320241323365,4.515644350702886,326
0.1,0.2,1,4,0.2088624624922084,0.2088624624922084,0.6403928554311913,1.570582452149119,326
0.03,0.05,1,1,0.9217301150013976,0.9217301150013976,0.9812173341680699,0.3884383791788719,702
0.1,0.1,1,6,0.35882146116226277,0.35882146116226277,0.7481772255504153,1.064094765476939,452
0.3,0.1,8,6,0.3749713569284232,0.3749713569284232,0.7517667422867838,1.0338850775518817,1334
0.3,0.2,1,4,0.4078691806254087,0.4078691806254087,0.6795203980835872,0.9602746070845172,326
0.3,0.1,1,6,0.4891560224179944,0.4891560224179944,0.7617037230739873,0.8849403486141096,452
