path,depth,use_bias,use_residual,seed,init_loss,final_loss,test_acc,grad_encoder,grad_last,grad_ratio,grad_min,grad_max,n_params
sequential,7,false,false,1,0.95599234,0.23553282,0.6135,9.751467,0.36354378,26.823362,0.36354378,9.751467,30976
sequential,7,false,false,2,1.000741,0.23396054,0.6295,2.5965657,0.35158643,7.3852844,0.35158643,3.4968848,30976
sequential,7,false,false,3,0.9381064,0.28795332,0.613,4.704844,0.34907392,13.478074,0.34907392,5.894779,30976
sequential,7,true,false,1,1.0180067,0.23040193,0.6455,0.9969819,0.6034606,1.6521077,0.39672473,1.3868786,32000
sequential,7,true,false,2,0.9721347,0.27497894,0.6435,1.0901921,0.31928563,3.4144728,0.31928563,1.3393776,32000
sequential,7,true,false,3,0.9731605,0.24852642,0.599,0.7759898,0.37910482,2.0469003,0.37910482,0.78569794,32000
sequential,7,false,true,1,1.0192449,1.028091,0.095,35.426216,0.21667856,163.49664,0.21667856,35.426216,30976
sequential,7,false,true,2,1.0138848,0.9550671,0.1045,27.2978,0.19988485,136.56763,0.19988485,27.2978,30976
sequential,7,false,true,3,1.0078428,0.9812287,0.1055,23.416838,0.17846794,131.21033,0.17846794,23.416838,30976
sequential,7,true,true,1,1.0439539,0.22022693,0.7105,2.1653762,0.14811811,14.619253,0.14811811,3.6192856,32000
sequential,7,true,true,2,0.9749203,0.22747481,0.679,2.2247434,0.12678513,17.547352,0.12678513,2.2247434,32000
sequential,7,true,true,3,1.0237949,0.21706177,0.7045,1.4605654,0.1345886,10.852074,0.1345886,1.9987099,32000
sequential,8,false,false,1,0.95091176,0.29364562,0.497,9.636225,0.3284438,29.339037,0.3284438,9.636225,35136
sequential,8,false,false,2,0.98995626,0.30895054,0.644,7.3611565,0.3932048,18.720922,0.3932048,7.3611565,35136
sequential,8,false,false,3,1.0470273,0.27135426,0.524,8.060574,0.3246421,24.829107,0.3246421,8.060574,35136
sequential,8,true,false,1,1.0037038,0.26820585,0.6065,1.1903214,0.40425345,2.944493,0.40425345,1.8475968,36288
sequential,8,true,false,2,0.9344306,0.31602097,0.5225,2.2955651,0.35739264,6.42309,0.35739264,2.683255,36288
sequential,8,true,false,3,1.0569814,0.30240586,0.5895,1.9911414,0.4152125,4.7954755,0.39217252,2.0206566,36288
sequential,8,false,true,1,1.0157106,1.0319426,0.0905,70.66494,0.19349504,365.20285,0.19349504,70.66494,35136
sequential,8,false,true,2,0.99694604,1.0105844,0.1025,220.02455,0.26068795,844.0151,0.26068795,220.02455,35136
sequential,8,false,true,3,1.0004288,0.9680116,0.101,42.050686,0.19085857,220.3238,0.19085857,42.050686,35136
sequential,8,true,true,1,1.0343106,0.23616005,0.6935,2.8156013,0.13062015,21.555643,0.13062015,3.6655147,36288
sequential,8,true,true,2,1.0028036,0.20342353,0.6855,2.429103,0.15963346,15.216753,0.15963346,4.7663774,36288
sequential,8,true,true,3,0.97310007,0.25244868,0.676,1.3698983,0.13836493,9.900619,0.13836493,1.6131713,36288
sequential,9,false,false,1,0.95526296,0.275379,0.497,20.244675,0.28581116,70.832344,0.28581116,20.244675,39296
sequential,9,false,false,2,1.0081698,0.33868706,0.5215,16.889153,0.28696975,58.853424,0.28696975,16.889153,39296
sequential,9,false,false,3,1.0178659,0.40686142,0.401,28.865114,0.31021786,93.04788,0.31021786,28.865114,39296
sequential,9,true,false,1,0.9933916,0.28242892,0.5305,2.715548,0.32051277,8.472511,0.32051277,3.1452122,40576
sequential,9,true,false,2,0.9190757,0.3059671,0.5195,7.239969,0.4509905,16.053484,0.3675996,7.239969,40576
sequential,9,true,false,3,0.9411518,0.36094064,0.4645,8.894642,0.37169635,23.929861,0.3213134,8.894642,40576
sequential,9,false,true,1,1.0089276,1.0012994,0.0985,211.29817,0.5538502,381.5078,0.5538502,211.29817,39296
sequential,9,false,true,2,1.0041131,1.0300434,0.0895,232.09454,0.21208201,1094.3622,0.21208201,232.09454,39296
sequential,9,false,true,3,1.0039166,1.0429022,0.096,116.24454,0.2049133,567.28644,0.2049133,116.24454,39296
sequential,9,true,true,1,0.9973324,0.22673109,0.6655,4.9808187,0.10800008,46.11866,0.10800008,4.9808187,40576
sequential,9,true,true,2,1.0143311,0.21130052,0.7185,3.309861,0.12518115,26.440569,0.12518115,4.0791516,40576
sequential,9,true,true,3,0.99647903,0.22273263,0.714,37.261265,1.185933,31.419367,1.185933,37.261265,40576
sequential,10,false,false,1,1.0352604,0.32420558,0.4,50.890316,0.27078268,187.93785,0.27078268,50.890316,43456
sequential,10,false,false,2,1.0000713,0.3566206,0.4295,12.959979,0.39328066,32.953514,0.39328066,18.604807,43456
sequential,10,false,false,3,0.98139936,0.3815602,0.374,19.832695,0.29932106,66.258934,0.29932106,19.832695,43456
sequential,10,true,false,1,1.0230241,0.28321946,0.4675,5.268505,0.2750595,19.154057,0.2750595,5.268505,44864
sequential,10,true,false,2,0.9363966,0.29836795,0.451,28.931942,0.32554036,88.8736,0.32554036,28.931942,44864
sequential,10,true,false,3,1.0069692,0.32370478,0.444,4.7845726,0.25890133,18.480293,0.25890133,7.5777254,44864
sequential,10,false,true,1,0.9996448,0.9920179,0.093,401.33875,0.1888784,2124.8525,0.1888784,401.33875,43456
sequential,10,false,true,2,1.0187097,1.0008434,0.108,318.61893,0.3454822,922.24414,0.3454822,318.61893,43456
sequential,10,false,true,3,0.9943011,1.068095,0.0875,172.90472,0.20283379,852.4454,0.20283379,172.90472,43456
sequential,10,true,true,1,1.0175331,0.22999695,0.709,9.392865,0.122651175,76.58194,0.122651175,9.392865,44864
sequential,10,true,true,2,0.9804419,0.21829684,0.688,3.9956026,0.10211718,39.127625,0.10211718,6.005307,44864
sequential,10,true,true,3,0.9905066,0.23555203,0.668,22.982386,0.13070883,175.82887,0.13070883,22.982386,44864
