draw,carrier,frame,sample_every,cos_l1,cos_l2,relerr_l1
8,lab_2pi,lab,1,0.137549688196342,0.9961190608148672,1.0045409
8,lab_2pi,lab,628,-0.13648563729897786,0.9787861466473241,1204.9038
8,lab_1p7,lab,1,0.28536111232532674,0.9961193540035946,0.97487086
8,lab_1p7,lab,628,0.22235047231467853,0.9787856067008389,188.84691
8,lab_2p9,lab,1,0.29951635961029294,0.9961193672774353,0.98576397
8,lab_2p9,lab,628,0.16358001331501257,0.9787841149675618,557.7728
8,lab_1p7,co_rotating,1,0.28536111232532674,0.9961193540035946,0.97487086
8,lab_1p7,co_rotating,628,0.22235047231467853,0.9787856067008389,188.84691
4,co_rotating,co_rotating,1,0.9926844301543252,0.993438055946246,0.12578543
4,co_rotating,co_rotating,628,0.48068087105393176,0.9873083753607633,3.1742468
4,lab_2pi,lab,1,0.022081979118345207,0.9934390146901964,1.0325729
4,lab_2pi,lab,628,-0.02321110175037524,0.9873079059796531,1104.8488
4,lab_1p7,lab,1,0.06924060233861137,0.9934379065821917,0.99784994
4,lab_1p7,lab,628,0.08176650808510887,0.98730827766631,145.79051
4,lab_2p9,lab,1,0.05846674641670441,0.9934381684759809,0.99835604
4,lab_2p9,lab,628,0.06052811167623063,0.9873081180659721,422.54715
4,lab_1p7,co_rotating,1,0.06924060233861137,0.9934379065821917,0.99784994
4,lab_1p7,co_rotating,628,0.08176650808510887,0.98730827766631,145.79051
2,co_rotating,co_rotating,1,0.9979678679563329,0.9947575861448442,0.06374989
2,co_rotating,co_rotating,628,0.7713312947332203,0.9514251627606433,1.9484081
2,lab_2pi,lab,1,0.06676840473842333,0.994757301868182,1.0080869
2,lab_2pi,lab,628,-0.0691478556793414,0.9514230173107736,830.2773
2,lab_1p7,lab,1,0.01678228202470002,0.9947576706994048,1.0004184
2,lab_1p7,lab,628,0.01682682186111425,0.9514260929187648,79.047035
2,lab_2p9,lab,1,0.01416375650749367,0.9947575782701878,0.99998647
2,lab_2p9,lab,628,-0.02318196046707703,0.9514246813244526,246.0594
2,lab_1p7,co_rotating,1,0.01678228202470002,0.9947576706994048,1.0004184
2,lab_1p7,co_rotating,628,0.01682682186111425,0.9514260929187648,79.047035
3,co_rotating,co_rotating,1,0.9992031716362532,0.9994892745818412,0.04005723
3,co_rotating,co_rotating,628,0.2537699900202661,0.761510738249446,15.381435
3,lab_2pi,lab,1,-0.07885082301794838,0.9994890947260047,1.5935009
3,lab_2pi,lab,628,0.07768509362329759,0.7614968339279459,4560.533
3,lab_1p7,lab,1,-0.12855964802015996,0.9994892120239649,1.1661704
3,lab_1p7,lab,628,-0.1253694379713458,0.7615235383677134,590.5894
3,lab_2p9,lab,1,-0.12682807624508338,0.9994889123605156,1.0656506
3,lab_2p9,lab,628,-0.11821579356930582,0.7615184158023636,1386.8165
3,lab_1p7,co_rotating,1,-0.12855964802015996,0.9994892120239649,1.1661704
3,lab_1p7,co_rotating,628,-0.1253694379713458,0.7615235383677134,590.5894
6,co_rotating,co_rotating,1,0.9993732560467556,0.9994886824823521,0.03541871
6,co_rotating,co_rotating,628,0.3051828606028608,0.8781171162074678,5.76622
6,lab_2pi,lab,1,0.014046030555716902,0.999488513449589,1.204808
6,lab_2pi,lab,628,-0.014574083821012057,0.8781174894762351,2710.9521
6,lab_1p7,lab,1,0.028932362796365848,0.999488680772993,1.0072776
6,lab_1p7,lab,628,0.026428851209762134,0.8781198557766942,306.7095
6,lab_2p9,lab,1,0.02584587413777293,0.9994886829096901,1.0008883
6,lab_2p9,lab,628,0.01412208062246182,0.878119975035078,993.57947
6,lab_1p7,co_rotating,1,0.028932362796365848,0.999488680772993,1.0072776
6,lab_1p7,co_rotating,628,0.026428851209762134,0.8781198557766942,306.7095
1,co_rotating,co_rotating,1,0.352645284042234,0.8962246268679025,1.5145968
1,co_rotating,co_rotating,628,-0.21392090367069072,0.9363378638545147,4.2846904
1,lab_2pi,lab,1,0.3347843254921592,0.8872038738956453,1.5066123
1,lab_2pi,lab,628,-0.1947931580768448,0.9363377139974858,4.97134
1,lab_1p7,lab,1,0.9989960406900343,0.9935066293411469,0.045062777
1,lab_1p7,lab,628,0.3585341846876864,0.9799427566137653,7.9070272
1,lab_2p9,lab,1,0.9989122550724316,0.9938271059585048,0.04710733
1,lab_2p9,lab,628,0.3260042193256585,0.91486810766611,6.602578
1,lab_1p7,co_rotating,1,0.35264577630963306,0.896224844144147,1.5145918
1,lab_1p7,co_rotating,628,-0.21392773365877982,0.9363371422051631,4.2847075
8,co_rotating,co_rotating,1,0.7240199400452899,0.9508501848566202,1.0268989
8,co_rotating,co_rotating,628,-0.2658759370506722,0.9531006040185125,4.237483
8,lab_2pi,lab,1,0.7240999535700522,0.9506461275668717,0.99373454
8,lab_2pi,lab,628,-0.2658771527644139,0.9531019974463802,4.2374635
8,lab_1p7,lab,1,0.9988415036067717,0.9974673244224054,0.053824857
8,lab_1p7,lab,628,-0.22915898195994372,0.9659567342032792,13.591963
8,lab_2p9,lab,1,0.9981896101181144,0.994507577739004,0.06526871
8,lab_2p9,lab,628,-0.10841453237324798,0.9515265710431293,10.866995
8,lab_1p7,co_rotating,1,0.7240203252663074,0.9508505540621651,1.0269015
8,lab_1p7,co_rotating,628,-0.2658769271996816,0.953100333234295,4.2374835
3,co_rotating,co_rotating,1,-0.29242425797348803,0.8027595476816046,5.8335466
3,co_rotating,co_rotating,628,0.09883670430280835,0.8397384163005243,19.4604
3,lab_2pi,lab,1,-0.08012730401903224,0.7760376304461316,4.101356
3,lab_2pi,lab,628,0.09882608063578213,0.8397262625681462,19.460533
3,lab_1p7,lab,1,0.9963220022239744,0.9969131986386034,0.09103182
3,lab_1p7,lab,628,-0.14732005317432284,0.5283705978454503,30.475391
3,lab_2p9,lab,1,0.9981689901053268,0.9932773089334199,0.06059602
3,lab_2p9,lab,628,0.43747012805816454,0.3511341613162509,26.139751
3,lab_1p7,co_rotating,1,-0.29242617485699957,0.8027578388575856,5.833553
3,lab_1p7,co_rotating,628,0.09883425432736234,0.8397423084897048,19.460592
6,co_rotating,co_rotating,1,0.40276043444034526,0.9449217994183121,2.2945406
6,co_rotating,co_rotating,628,-0.028950492805201865,0.8780713046516774,5.801738
6,lab_2pi,lab,1,0.3361765101392694,0.940356556766386,2.4804654
6,lab_2pi,lab,628,0.06831781006415977,0.8687050047330561,9.110578
6,lab_1p7,lab,1,0.9979491599189024,0.9989229145899524,0.06547836
6,lab_1p7,lab,628,0.12944420897117437,0.8755449128834555,15.259453
6,lab_2p9,lab,1,0.9983264246960928,0.9994232849520868,0.058337223
6,lab_2p9,lab,628,0.1076235859817965,0.7693154973178777,17.501513
6,lab_1p7,co_rotating,1,0.4027606849632822,0.94492242619997,2.2945375
6,lab_1p7,co_rotating,628,-0.028951825862890072,0.878070823105247,5.80172
4,co_rotating,co_rotating,1,0.4149967397861187,0.8624742120264854,2.327845
4,co_rotating,co_rotating,628,0.14721807300733836,-0.24997299208753548,6.744514
4,lab_2pi,lab,1,0.4591908400388844,0.8769541727066837,2.0063727
4,lab_2pi,lab,628,0.14721921507818891,-0.24996919409321117,6.7443967
4,lab_1p7,lab,1,0.9933293112096181,0.9924442918837045,0.12039811
4,lab_1p7,lab,628,0.33705835900741665,0.9017101804385294,6.903202
4,lab_2p9,lab,1,0.9920730763369978,0.9930917548849899,0.12862484
4,lab_2p9,lab,628,-0.3121165322081041,0.8766831757390473,10.018092
4,lab_1p7,co_rotating,1,0.41499672186462905,0.8624737673647751,2.3278468
4,lab_1p7,co_rotating,628,0.14721937375144575,-0.24997676682248324,6.7445183
7,co_rotating,co_rotating,1,0.32903379786681514,0.6606260156364799,0.9994813
7,co_rotating,co_rotating,628,0.28881618840064177,-0.5308027452740208,10.889122
7,lab_2pi,lab,1,0.33426194738802256,0.6596528608414833,0.9994667
7,lab_2pi,lab,628,0.28881875566277626,-0.5308024299777978,10.8889
7,lab_1p7,lab,1,0.9952418578921675,0.9973738470652603,0.09757162
7,lab_1p7,lab,628,0.17185615022848108,0.07827760147134145,25.415657
7,lab_2p9,lab,1,0.9973680152003059,0.997986345625911,0.07486351
7,lab_2p9,lab,628,0.24956259025803204,-0.20155817042614071,24.912996
7,lab_1p7,co_rotating,1,0.32970457743017334,0.6606279633217313,0.9994793
7,lab_1p7,co_rotating,628,0.2888170963002698,-0.5308021813445881,10.889161
2,co_rotating,co_rotating,1,0.9253032536946949,0.8675612937220126,0.4534179
2,co_rotating,co_rotating,628,0.775519971679955,0.8353926529383738,2.1641996
2,lab_2pi,lab,1,0.9259490409868744,0.8712261624962798,0.44744694
2,lab_2pi,lab,628,0.7755180566348757,0.8353878400317235,2.1642046
2,lab_1p7,lab,1,0.9977247207386181,0.9943438281448499,0.06750649
2,lab_1p7,lab,628,0.23202950490305962,0.041410718355524075,4.6094403
2,lab_2p9,lab,1,0.9977177208604636,0.9911654905355584,0.06761406
2,lab_2p9,lab,628,-0.03730727657167748,0.48196218194396656,3.6524577
2,lab_1p7,co_rotating,1,0.9253030411982079,0.8675612599121507,0.45341736
2,lab_1p7,co_rotating,628,0.7755199607930862,0.835396938485373,2.1641986
5,co_rotating,co_rotating,1,0.6080844870715622,-0.2507439663571758,2.1324813
5,co_rotating,co_rotating,628,0.2019031436370379,-0.865397840258239,15.0735855
5,lab_2pi,lab,1,0.609227303501231,-0.2865217072311786,2.051444
5,lab_2pi,lab,628,0.20190032409758102,-0.8654026239448,15.073612
5,lab_1p7,lab,1,0.9976533565763688,0.9799999801706925,0.068960644
5,lab_1p7,lab,628,0.11220367375298,-0.4313565362521027,16.23669
5,lab_2p9,lab,1,0.9987392729476432,0.9822384877420334,0.050222684
5,lab_2p9,lab,628,0.26069549970327577,0.2659999762296137,12.066642
5,lab_1p7,co_rotating,1,0.6080832411764443,-0.25074376768569506,2.132481
5,lab_1p7,co_rotating,628,0.20190172403011986,-0.8653965761231025,15.073606
