eps,omega_p,n_cycles,readout,rep,cos,cos_l1,cos_l2,relerr_l1,resid,steps,cycles,gitrev
0.1,0.2,2,0.0,2,0.19879176045790872,0.19879176045790872,0.6662637525280256,1.692799758694088,9.048635e-6,389,194.5,5ef5c11-dirty
0.01,0.2,8,0.01,4,0.01473641211765803,0.01473641211765803,0.23388726294854806,28.605418884945788,1.708457e-5,767,383.5,5ef5c11-dirty
0.3,0.2,2,0.0,2,0.4483122089647065,0.4483122089647065,0.7493659360006022,0.9290411113772679,9.048635e-6,389,194.5,5ef5c11-dirty
0.03,0.1,2,0.005,3,0.043617945343016586,0.13323792786833663,0.043617945343016586,7.145980550411691,3.956093e-5,578,289.0,5ef5c11-dirty
0.0003,0.2,2,0.005,2,-0.045497711574406935,0.001727727752346778,-0.045497711574406935,512.5822786005867,9.048635e-6,389,194.5,5ef5c11-dirty
0.003,0.05,2,0.005,6,0.0324588605756453,0.0324588605756453,0.04317053145698379,16.77409273267431,0.000112622154,953,476.5,5ef5c11-dirty
0.1,0.01,8,0.005,7,0.22367026274101454,0.22367026274101454,0.571638712424622,3.1684357254973348,5.042856e-5,11513,5756.5,5ef5c11-dirty
0.3,0.05,8,0.0,1,0.9725414304427851,0.9725414304427851,0.980905575785284,0.24626862147564577,0.00032680426,2459,1229.5,5ef5c11-dirty
0.001,0.2,2,0.005,2,-0.009649088748477027,0.004709472793313689,-0.009649088748477027,154.31366889057384,9.048635e-6,389,194.5,5ef5c11-dirty
0.1,0.1,2,0.005,3,0.23150629091706176,0.23150629091706176,0.4375286754629675,3.374749680175019,3.956093e-5,578,289.0,5ef5c11-dirty
0.003,0.2,2,0.005,2,0.0045994463477402985,0.00925220559163785,0.0045994463477402985,51.80068653231651,9.048635e-6,389,194.5,5ef5c11-dirty
0.3,0.1,2,0.005,3,0.3494056632779085,0.3494056632779085,0.584839375584726,1.8419410816610027,3.956093e-5,578,289.0,5ef5c11-dirty
0.003,0.1,8,0.01,7,-0.041668194473755,-0.041668194473755,0.2573134364171309,67.82615168063592,5.042856e-5,1334,667.0,5ef5c11-dirty
0.01,0.2,2,0.005,2,0.036286147360348964,0.05302306979045947,0.036286147360348964,17.562925337432464,9.048635e-6,389,194.5,5ef5c11-dirty
0.01,0.05,2,0.005,6,0.01963010951821914,0.03935805964621758,0.01963010951821914,8.517966421101153,0.000112622154,953,476.5,5ef5c11-dirty
0.03,0.2,2,0.005,2,0.07496914321869952,0.07496914321869952,0.11690561754779569,7.786636078780602,9.048635e-6,389,194.5,5ef5c11-dirty
0.001,0.02,8,0.005,4,0.019111653948090675,0.06774288554540844,0.019111653948090675,34.06001448900814,1.708457e-5,5852,2926.0,5ef5c11-dirty
0.0003,0.1,2,0.01,3,-0.09703257976153586,0.03350770300205535,-0.09703257976153586,327.10506008346675,3.956093e-5,578,289.0,5ef5c11-dirty
0.1,0.2,2,0.005,2,0.07270075293730716,0.07270075293730716,0.16428571169831596,3.532740462348893,9.048635e-6,389,194.5,5ef5c11-dirty
0.03,0.2,8,0.01,4,0.05337911431185827,0.05337911431185827,0.19781943743657582,11.808162904793035,1.708457e-5,767,383.5,5ef5c11-dirty
0.03,0.05,2,0.005,6,0.07572343790268919,0.07572343790268919,0.2344122451780918,5.032738344700121,0.000112622154,953,476.5,5ef5c11-dirty
0.3,0.2,2,0.005,2,0.19971708565466376,0.19971708565466376,0.3510283172004288,1.8736691559311924,9.048635e-6,389,194.5,5ef5c11-dirty
0.001,0.1,2,0.01,3,-0.09702252704433496,0.033511025126705896,-0.09702252704433496,98.11254981111415,3.956093e-5,578,289.0,5ef5c11-dirty
0.0003,0.2,2,0.01,2,-0.011753401857425525,-0.0005187743549603963,-0.011753401857425525,509.2108204254506,9.048635e-6,389,194.5,5ef5c11-dirty
0.01,0.1,8,0.01,7,-0.03672512774061138,-0.03672512774061138,0.21789784685588742,21.228392536087348,5.042856e-5,1334,667.0,5ef5c11-dirty
0.003,0.1,2,0.01,3,-0.015518511496987063,0.029890781838258752,-0.015518511496987063,33.52302878402336,3.956093e-5,578,289.0,5ef5c11-dirty
0.001,0.2,2,0.01,2,-0.02705009567367206,-0.0005165465230419498,-0.02705009567367206,152.76840243831583,9.048635e-6,389,194.5,5ef5c11-dirty
0.03,0.005,2,0.02,5,-0.018886522767992932,0.030945477324661883,-0.018886522767992932,13.152844802564287,0.00036867431,7739,3869.5,5ef5c11-dirty
0.1,0.05,2,0.005,6,0.18755662332462708,0.18755662332462708,0.44572466468956207,2.855946669162395,0.000112622154,953,476.5,5ef5c11-dirty
0.003,0.2,2,0.01,2,-0.0289606820253673,0.00792423940631976,-0.0289606820253673,51.51635001218303,9.048635e-6,389,194.5,5ef5c11-dirty
0.01,0.1,2,0.01,3,0.03556213837843221,0.03556213837843221,0.10719218033962166,16.22673374497258,3.956093e-5,578,289.0,5ef5c11-dirty
0.0003,0.01,2,0.02,2,-0.01669205576927363,-0.0005252999298270579,-0.01669205576927363,3.960905577053054,9.048635e-6,3971,1985.5,5ef5c11-dirty
0.0003,0.05,8,0.005,1,0.006890936675805896,0.006890936675805896,0.01663374433575524,78.9555112700586,0.00032680426,2459,1229.5,5ef5c11-dirty
0.03,0.1,2,0.01,3,0.09002138336129138,0.09002138336129138,0.1462901447402441,9.701012333124408,3.956093e-5,578,289.0,5ef5c11-dirty
0.01,0.2,2,0.01,2,0.028760626427209647,0.028760626427209647,0.05822784689516064,17.684221877210625,9.048635e-6,389,194.5,5ef5c11-dirty
0.3,0.05,2,0.005,6,0.30601574910811447,0.30601574910811447,0.5412030774005165,1.6896765590442004,0.000112622154,953,476.5,5ef5c11-dirty
0.03,0.1,8,0.01,7,0.037963323621220554,0.037963323621220554,0.42555191338822707,9.326256213954808,5.042856e-5,1334,667.0,5ef5c11-dirty
0.1,0.2,8,0.01,4,0.06692756908376142,0.06692756908376142,0.21931494777803295,4.9468031615061205,1.708457e-5,767,383.5,5ef5c11-dirty
0.03,0.2,2,0.01,2,0.04245742678369989,0.04245742678369989,0.08007731936217358,8.32975432500505,9.048635e-6,389,194.5,5ef5c11-dirty
0.1,0.1,2,0.01,3,0.17283927333789426,0.17283927333789426,0.17412735071886604,4.9592744944291365,3.956093e-5,578,289.0,5ef5c11-dirty
0.1,0.2,2,0.01,2,0.0413904942108338,0.0413904942108338,0.11024302959892786,4.281914261843311,9.048635e-6,389,194.5,5ef5c11-dirty
0.3,0.1,2,0.01,3,0.1996323858719624,0.1996323858719624,0.35920513614851013,2.770560209211341,3.956093e-5,578,289.0,5ef5c11-dirty
0.0003,0.05,2,0.01,6,-0.006940966212089767,-0.006940966212089767,0.05772930644511481,33.053319808812766,0.000112622154,953,476.5,5ef5c11-dirty
0.3,0.2,2,0.01,2,0.11687392741221865,0.11687392741221865,0.24085000009482976,2.509969940513855,9.048635e-6,389,194.5,5ef5c11-dirty
0.0003,0.2,2,0.02,2,-0.012910282486464756,-0.0008231954666567691,-0.012910282486464756,518.1877305610933,9.048635e-6,389,194.5,5ef5c11-dirty
0.0003,0.1,2,0.02,3,-0.03235084627050694,-0.029092997209224186,-0.03235084627050694,632.8334317437087,3.956093e-5,578,289.0,5ef5c11-dirty
0.001,0.2,2,0.02,2,-0.01766714879505508,-0.0008220000968703704,-0.01766714879505508,155.46070646900273,9.048635e-6,389,194.5,5ef5c11-dirty
0.1,0.1,8,0.01,7,0.15599976810643876,0.15599976810643876,0.45971526900822135,4.168489207584035,5.042856e-5,1334,667.0,5ef5c11-dirty
0.3,0.2,8,0.01,4,0.1595539923814683,0.1595539923814683,0.4105436328355272,2.494620620949149,1.708457e-5,767,383.5,5ef5c11-dirty
0.001,0.05,2,0.01,6,0.0012008303686987828,0.0012008303686987828,0.0821328055097595,26.484885351010945,0.000112622154,953,476.5,5ef5c11-dirty
0.003,0.2,2,0.02,2,-0.016944502945396074,-0.0008208456665277701,-0.016944502945396074,51.82927300042078,9.048635e-6,389,194.5,5ef5c11-dirty
0.001,0.1,2,0.02,3,0.018850797539424362,0.03402087615253482,0.018850797539424362,232.2607190147702,3.956093e-5,578,289.0,5ef5c11-dirty
0.01,0.2,2,0.02,2,-0.020694455308380457,-0.0005203432034573073,-0.020694455308380457,15.86880861829356,9.048635e-6,389,194.5,5ef5c11-dirty
0.003,0.1,2,0.02,3,0.021852026247391302,0.038453631706129296,0.021852026247391302,79.76592468496013,3.956093e-5,578,289.0,5ef5c11-dirty
0.03,0.2,2,0.02,2,0.021113019658502,0.021113019658502,0.056674585630787436,8.202812832771654,9.048635e-6,389,194.5,5ef5c11-dirty
0.003,0.05,2,0.01,6,0.021760123564274585,0.021760123564274585,0.0739008474569919,23.902837237710525,0.000112622154,953,476.5,5ef5c11-dirty
0.001,0.05,8,0.005,1,-0.06881697563362554,0.017872697008043094,-0.06881697563362554,51.06373295271163,0.00032680426,2459,1229.5,5ef5c11-dirty
0.1,0.2,2,0.02,2,-0.0316508163725897,-0.0316508163725897,0.18589884995252856,4.805176891545001,9.048635e-6,389,194.5,5ef5c11-dirty
0.01,0.1,2,0.02,3,0.02655725453956306,0.05075474147094728,0.02655725453956306,27.477623666681072,3.956093e-5,578,289.0,5ef5c11-dirty
0.3,0.1,8,0.01,7,0.26152599710650304,0.26152599710650304,0.48135692327598134,2.270650900592989,5.042856e-5,1334,667.0,5ef5c11-dirty
0.3,0.2,2,0.02,2,0.10128202456410107,0.10128202456410107,0.24238518910287402,3.0099110169694416,9.048635e-6,389,194.5,5ef5c11-dirty
