eps,omega_p,n_cycles,readout,rep,cos,cos_l1,cos_l2,relerr_l1,resid,steps,cycles,gitrev
0.01,0.1,2,0.005,6,-0.009520320047191834,0.007112062563592744,-0.009520320047191834,10.968257788903234,0.000112622154,578,289.0,5ef5c11-dirty
0.03,0.05,2,0.02,7,0.04470986956765576,0.04470986956765576,0.20835342255116315,13.411151000825953,5.042856e-5,953,476.5,5ef5c11-dirty
0.1,0.2,2,0.01,6,0.08816708360874793,0.08816708360874793,0.34273127013876264,3.886956006823591,0.000112622154,389,194.5,5ef5c11-dirty
0.03,0.1,2,0.005,6,0.027471001307380345,0.027471001307380345,0.165929436261584,5.282033732672617,0.000112622154,578,289.0,5ef5c11-dirty
0.3,0.2,2,0.01,6,0.031414972901906084,0.031414972901906084,0.42322320915142914,2.238674234816645,0.000112622154,389,194.5,5ef5c11-dirty
0.3,0.2,8,0.0,6,0.1872009269170838,0.1872009269170838,0.6833749076323401,1.199664170177855,0.000112622154,767,383.5,5ef5c11-dirty
0.001,0.01,8,0.01,7,0.00435255348071378,0.00435255348071378,0.39636717761302204,40.504923961776434,5.042856e-5,11513,5756.5,5ef5c11-dirty
0.0003,0.2,2,0.02,6,-0.0625039857949658,-0.00020240589599299102,-0.0625039857949658,428.1976466525855,0.000112622154,389,194.5,5ef5c11-dirty
0.1,0.05,2,0.02,7,0.06720047442289755,0.09346257601046425,0.06720047442289755,6.7614809322924945,5.042856e-5,953,476.5,5ef5c11-dirty
0.1,0.1,2,0.005,6,0.1332537910290322,0.1332537910290322,0.4244089610025986,2.7640839735983094,0.000112622154,578,289.0,5ef5c11-dirty
0.03,0.1,8,0.01,8,0.1436312587080738,0.1436312587080738,0.16334697681261168,9.313045452198836,0.00089239184,1334,667.0,5ef5c11-dirty
0.001,0.2,2,0.02,6,-0.0013716102742546677,-0.00020224706792357203,-0.0013716102742546677,128.46412547462396,0.000112622154,389,194.5,5ef5c11-dirty
0.3,0.1,2,0.005,6,0.22736475050558225,0.22736475050558225,0.5237632407482463,1.6410044338934173,0.000112622154,578,289.0,5ef5c11-dirty
0.003,0.2,2,0.02,6,-0.00020213275158909976,-0.00020213275158909976,0.021291925941828386,42.83187617378064,0.000112622154,389,194.5,5ef5c11-dirty
0.3,0.05,2,0.02,7,0.2225804435325914,0.2225804435325914,0.3250633552230806,3.9460293526698536,5.042856e-5,953,476.5,5ef5c11-dirty
0.01,0.2,2,0.02,6,0.004359391372410881,0.004359391372410881,0.013669739599313726,14.100763300827415,0.000112622154,389,194.5,5ef5c11-dirty
0.0003,0.1,2,0.01,6,-0.021900369727942893,0.0040841816602696385,-0.021900369727942893,269.8312032832259,0.000112622154,578,289.0,5ef5c11-dirty
0.0003,0.2,8,0.005,6,-0.06944542189943398,-0.0010333076569622572,-0.06944542189943398,745.8786844560199,0.000112622154,767,383.5,5ef5c11-dirty
0.03,0.2,2,0.02,6,0.001796074318244834,0.001796074318244834,0.04308734115714662,7.275140774994783,0.000112622154,389,194.5,5ef5c11-dirty
0.0003,0.05,2,0.0,8,-0.04600507255713416,-0.04600507255713416,0.16622697510236803,13.541340800419476,0.00089239184,953,476.5,5ef5c11-dirty
0.1,0.01,2,0.0,3,0.9987893884616745,0.9987893884616745,0.998860150575051,0.05307892275387611,3.956093e-5,3971,1985.5,5ef5c11-dirty
0.1,0.1,8,0.01,8,0.17281959995960267,0.17281959995960267,0.23879740192343452,4.003902127935529,0.00089239184,1334,667.0,5ef5c11-dirty
0.1,0.2,2,0.02,6,0.020011560301929014,0.020011560301929014,0.13263613865791665,4.717551510685732,0.000112622154,389,194.5,5ef5c11-dirty
0.001,0.1,2,0.01,6,0.0017620027285338714,0.0017620027285338714,0.05197904384900514,83.91023723394147,0.000112622154,578,289.0,5ef5c11-dirty
0.3,0.2,2,0.02,6,0.030582219980565376,0.030582219980565376,0.1839076094106261,2.850078555102799,0.000112622154,389,194.5,5ef5c11-dirty
0.001,0.2,8,0.005,6,-0.07097225768794703,-0.002054489379006121,-0.07097225768794703,224.93337773077712,0.000112622154,767,383.5,5ef5c11-dirty
0.001,0.05,2,0.0,8,0.04322311112009074,0.04322311112009074,0.43133014799623803,4.172474894918889,0.00089239184,953,476.5,5ef5c11-dirty
0.003,0.1,2,0.01,6,0.011795527060807855,0.011795527060807855,0.051985062537730234,33.278406022051016,0.000112622154,578,289.0,5ef5c11-dirty
0.0003,0.2,2,0.0,7,-0.04266322194699765,-0.04266322194699765,-0.03971747371922412,484.3990506401531,5.042856e-5,389,194.5,5ef5c11-dirty
0.001,0.2,2,0.0,7,-0.04105777281878879,-0.04105777281878879,-0.02092988156360039,145.3223082630361,5.042856e-5,389,194.5,5ef5c11-dirty
0.01,0.1,2,0.01,6,0.05439464524948467,0.061520092789349834,0.05439464524948467,14.97386136103087,0.000112622154,578,289.0,5ef5c11-dirty
0.003,0.2,2,0.0,7,-0.03647183871295249,-0.03647183871295249,0.03277837595208996,48.447406111188705,5.042856e-5,389,194.5,5ef5c11-dirty
0.003,0.2,8,0.005,6,-0.04808987150680173,-0.00375830985809361,-0.04808987150680173,75.22507570317498,0.000112622154,767,383.5,5ef5c11-dirty
0.3,0.05,8,0.01,1,0.20422654084806968,0.20422654084806968,0.6449199564337446,2.816263778438238,0.00032680426,2459,1229.5,5ef5c11-dirty
0.003,0.05,2,0.0,8,0.2664098707453184,0.2664098707453184,0.6432739846434173,1.578599180940683,0.00089239184,953,476.5,5ef5c11-dirty
0.01,0.2,2,0.0,7,-0.020379085414989038,-0.020379085414989038,0.2143047420291573,14.554252128087073,5.042856e-5,389,194.5,5ef5c11-dirty
0.3,0.1,8,0.01,8,0.1564970640905767,0.1564970640905767,0.27584751554957826,2.4001721565574634,0.00089239184,1334,667.0,5ef5c11-dirty
0.03,0.005,2,0.0,6,0.9824010503141591,0.9941043405465835,0.9824010503141591,0.11527067451500854,0.000112622154,7739,3869.5,5ef5c11-dirty
0.03,0.1,2,0.01,6,0.130801668396001,0.130801668396001,0.21565159605342873,8.49824625621365,0.000112622154,578,289.0,5ef5c11-dirty
0.03,0.2,2,0.0,7,0.02574719626154402,0.02574719626154402,0.5628712747193153,4.908868140707346,5.042856e-5,389,194.5,5ef5c11-dirty
0.01,0.05,2,0.0,8,0.5972168014408499,0.5972168014408499,0.7078801927118772,0.8297219382816203,0.00089239184,953,476.5,5ef5c11-dirty
0.01,0.2,8,0.005,6,-0.025074845836699704,-0.011805277248177225,-0.025074845836699704,23.25837209815964,0.000112622154,767,383.5,5ef5c11-dirty
0.1,0.2,2,0.0,7,0.17970486231610053,0.17970486231610053,0.7908802893694783,1.6547572023610853,5.042856e-5,389,194.5,5ef5c11-dirty
0.1,0.1,2,0.01,6,0.10710649948170371,0.10710649948170371,0.33575498808701115,4.146732074135622,0.000112622154,578,289.0,5ef5c11-dirty
0.03,0.05,2,0.0,8,0.7082003690279718,0.7082003690279718,0.7190129095115312,0.7060758013728113,0.00089239184,953,476.5,5ef5c11-dirty
0.3,0.2,2,0.0,7,0.44953855176607355,0.44953855176607355,0.8216874974417594,0.9269993056145509,5.042856e-5,389,194.5,5ef5c11-dirty
0.3,0.01,2,0.0,3,0.9987276181577922,0.9988232205122587,0.9987276181577922,0.05217002710664193,3.956093e-5,3971,1985.5,5ef5c11-dirty
0.3,0.1,2,0.01,6,0.11020195012238221,0.11020195012238221,0.4528483462914024,2.395942357540176,0.000112622154,578,289.0,5ef5c11-dirty
0.03,0.2,8,0.005,6,-0.012476828840057613,-0.012476828840057613,0.1690790944461633,8.377942740497888,0.000112622154,767,383.5,5ef5c11-dirty
0.0003,0.1,8,0.02,8,-0.0657718569471195,0.06724560601757539,-0.0657718569471195,591.5377428319591,0.00089239184,1334,667.0,5ef5c11-dirty
0.0003,0.2,2,0.005,7,-0.04296424738292407,-0.04296424738292407,-0.03677249551393965,485.6274685176655,5.042856e-5,389,194.5,5ef5c11-dirty
0.1,0.05,2,0.0,8,0.7209754745438508,0.7309269333808849,0.7209754745438508,0.6830673785605429,0.00089239184,953,476.5,5ef5c11-dirty
0.0003,0.1,2,0.02,6,-0.062475978834190156,-1.59057584209643e-5,-0.062475978834190156,267.894149393323,0.000112622154,578,289.0,5ef5c11-dirty
0.0003,0.02,8,0.01,4,0.022109814384209642,0.022109814384209642,0.02536467491903114,48.82572844581426,1.708457e-5,5852,2926.0,5ef5c11-dirty
0.001,0.2,2,0.005,7,-0.05285719845473497,-0.05285719845473497,-0.03885670432476633,145.96175013986394,5.042856e-5,389,194.5,5ef5c11-dirty
0.003,0.2,2,0.005,7,-0.058255751791706466,-0.058255751791706466,-0.05202970604867719,49.210556332945956,5.042856e-5,389,194.5,5ef5c11-dirty
0.1,0.2,8,0.005,6,0.08372785726575507,0.08372785726575507,0.39460870289103145,3.275250231787564,0.000112622154,767,383.5,5ef5c11-dirty
0.001,0.1,2,0.02,6,-1.6899365538926333e-5,-1.6899365538926333e-5,0.011271093211573983,80.37379978824491,0.000112622154,578,289.0,5ef5c11-dirty
0.3,0.05,2,0.0,8,0.7139456326059337,0.7330164781315303,0.7139456326059337,0.6809525559067383,0.00089239184,953,476.5,5ef5c11-dirty
0.01,0.2,2,0.005,7,-0.027862420525904173,-0.027862420525904173,-0.009334157646183078,16.08934661826416,5.042856e-5,389,194.5,5ef5c11-dirty
0.03,0.2,2,0.005,7,-0.0001944713475492084,-0.0001944713475492084,0.14359150868398404,6.3953340044710885,5.042856e-5,389,194.5,5ef5c11-dirty
0.003,0.1,2,0.02,6,-1.759188008968879e-5,-1.759188008968879e-5,0.0277366772330066,26.807833619478263,0.000112622154,578,289.0,5ef5c11-dirty
0.001,0.1,8,0.02,8,-0.06351994488342813,0.06724629911689455,-0.06351994488342813,177.41561822143683,0.00089239184,1334,667.0,5ef5c11-dirty
0.3,0.2,8,0.005,6,0.11713436946892483,0.11713436946892483,0.4763122259669896,1.7050794612638842,0.000112622154,767,383.5,5ef5c11-dirty
0.1,0.2,2,0.005,7,0.053764110636752446,0.053764110636752446,0.34864840326366425,2.796001779193389,5.042856e-5,389,194.5,5ef5c11-dirty
0.0003,0.05,2,0.005,8,-0.007351175688288248,-0.007351175688288248,0.12915183531902022,61.947813992045724,0.00089239184,953,476.5,5ef5c11-dirty
0.01,0.1,2,0.02,6,0.01683234732420303,0.01683234732420303,0.019398155981356895,11.758401449008229,0.000112622154,578,289.0,5ef5c11-dirty
0.3,0.2,2,0.005,7,0.23523898438593652,0.23523898438593652,0.6807739846322375,1.6744038404518646,5.042856e-5,389,194.5,5ef5c11-dirty
0.0003,0.2,2,0.01,7,-0.04703268416702471,-0.043567067490775595,-0.04703268416702471,482.71210237678554,5.042856e-5,389,194.5,5ef5c11-dirty
0.0003,0.2,8,0.01,6,-0.0624765915140627,0.0013572930373409054,-0.0624765915140627,748.4223555340202,0.000112622154,767,383.5,5ef5c11-dirty
0.03,0.1,2,0.02,6,0.02980866402897444,0.02980866402897444,0.05166633451960155,6.227117444039966,0.000112622154,578,289.0,5ef5c11-dirty
0.001,0.2,2,0.01,7,-0.04234169756790516,-0.04234169756790516,0.27516099243476455,147.34806246730528,5.042856e-5,389,194.5,5ef5c11-dirty
0.001,0.05,2,0.005,8,0.048017285566346136,0.048017285566346136,0.139255873844568,39.97312468089093,0.00089239184,953,476.5,5ef5c11-dirty
0.0003,0.05,8,0.02,1,0.006958479023430783,0.006958479023430783,0.01972605128377647,79.67860909999321,0.00032680426,2459,1229.5,5ef5c11-dirty
0.003,0.2,2,0.01,7,-0.04184548911402185,-0.04184548911402185,0.32057610212995125,49.59671175012813,5.042856e-5,389,194.5,5ef5c11-dirty
0.003,0.1,8,0.02,8,-0.04268162697296187,0.06724645031970478,-0.04268162697296187,59.101511749686516,0.00089239184,1334,667.0,5ef5c11-dirty
0.1,0.1,2,0.02,6,0.02623276124078987,0.02623276124078987,0.22062532248500277,5.254544443159995,0.000112622154,578,289.0,5ef5c11-dirty
0.001,0.2,8,0.01,6,-0.0013898793873707834,-0.0013898793873707834,0.005977714685704943,224.38068608079288,0.000112622154,767,383.5,5ef5c11-dirty
0.01,0.2,2,0.01,7,-0.03845195111477624,-0.03845195111477624,0.2647561804779145,15.525133266867158,5.042856e-5,389,194.5,5ef5c11-dirty
0.3,0.1,2,0.02,6,0.03975771265086066,0.03975771265086066,0.14565066400060225,3.217553433232005,0.000112622154,578,289.0,5ef5c11-dirty
0.003,0.05,2,0.005,8,0.03729388265874602,0.03729388265874602,0.12678374194446376,17.712109613304193,0.00089239184,953,476.5,5ef5c11-dirty
0.0003,0.01,2,0.005,3,-0.09603385261733116,0.03340738380451677,-0.09603385261733116,3.8203261008278844,3.956093e-5,3971,1985.5,5ef5c11-dirty
0.03,0.2,2,0.01,7,0.0210996750262691,0.0210996750262691,0.4402095921375973,7.3018067958611494,5.042856e-5,389,194.5,5ef5c11-dirty
0.1,0.005,2,0.0,6,0.9812437707961275,0.9938484040680636,0.9812437707961275,0.11669788235703293,0.000112622154,7739,3869.5,5ef5c11-dirty
0.0003,0.1,2,0.0,7,-0.041232947209689376,-0.041232947209689376,-0.03232580703093819,303.1507244605586,5.042856e-5,578,289.0,5ef5c11-dirty
0.1,0.2,2,0.01,7,0.08173842406500502,0.08173842406500502,0.43745221625534564,3.5599054648735793,5.042856e-5,389,194.5,5ef5c11-dirty
0.3,0.2,2,0.01,7,0.12355574670873856,0.12355574670873856,0.3543240670299187,2.081949588632135,5.042856e-5,389,194.5,5ef5c11-dirty
0.001,0.1,2,0.0,7,-0.03624870136022456,-0.03624870136022456,0.003768636904641469,90.93625568482554,5.042856e-5,578,289.0,5ef5c11-dirty
0.01,0.1,8,0.02,8,0.05128487634468028,0.06947239820131265,0.05128487634468028,19.23019668095759,0.00089239184,1334,667.0,5ef5c11-dirty
0.01,0.05,2,0.005,8,0.0351569145171284,0.0351569145171284,0.18056892085351145,8.68166388266249,0.00089239184,953,476.5,5ef5c11-dirty
0.0003,0.2,2,0.02,7,-0.04750587681090414,-0.044396303512787186,-0.04750587681090414,486.0360233535282,5.042856e-5,389,194.5,5ef5c11-dirty
0.003,0.1,2,0.0,7,-0.0220206773231756,-0.0220206773231756,0.10629961113134682,30.3068425102005,5.042856e-5,578,289.0,5ef5c11-dirty
0.001,0.2,2,0.02,7,-0.047507497553017745,-0.04439364059794725,-0.047507497553017745,145.845552271457,5.042856e-5,389,194.5,5ef5c11-dirty
0.003,0.2,8,0.01,6,0.002242072305045835,0.002242072305045835,0.016072773909494693,75.60529422198036,0.000112622154,767,383.5,5ef5c11-dirty
0.01,0.1,2,0.0,7,0.027931084660613868,0.027931084660613868,0.42016896810789733,9.09395359196281,5.042856e-5,578,289.0,5ef5c11-dirty
0.03,0.05,2,0.005,8,0.06778351183251169,0.06778351183251169,0.18198360411314393,5.311645630400184,0.00089239184,953,476.5,5ef5c11-dirty
0.003,0.2,2,0.02,7,-0.028763791480490516,-0.022389779323992227,-0.028763791480490516,70.11847829736949,5.042856e-5,389,194.5,5ef5c11-dirty
0.03,0.1,2,0.0,7,0.1686232843646686,0.1686232843646686,0.7926798458243415,3.054889272177829,5.042856e-5,578,289.0,5ef5c11-dirty
0.01,0.2,2,0.02,7,-0.015911174810649565,-0.015911174810649565,0.39743903987868545,26.78286374922862,5.042856e-5,389,194.5,5ef5c11-dirty
0.03,0.1,8,0.02,8,0.07528088085372317,0.07528088085372317,0.15106859587343843,8.975806491804772,0.00089239184,1334,667.0,5ef5c11-dirty
0.1,0.1,2,0.0,7,0.5459800278740198,0.5459800278740198,0.9116147641206421,1.012036711400042,5.042856e-5,578,289.0,5ef5c11-dirty
0.03,0.2,2,0.02,7,-0.01213164196414938,-0.01213164196414938,0.3179853021155344,11.798680450970709,5.042856e-5,389,194.5,5ef5c11-dirty
0.001,0.05,8,0.02,1,0.006937556690121249,0.006937556690121249,0.01976748883136002,23.917967338973433,0.00032680426,2459,1229.5,5ef5c11-dirty
0.1,0.05,2,0.005,8,0.1242831565855168,0.1242831565855168,0.2886601613508952,3.016557472336119,0.00089239184,953,476.5,5ef5c11-dirty
0.1,0.2,2,0.02,7,0.07217079072880421,0.07217079072880421,0.09814227482413346,5.466278511428193,5.042856e-5,389,194.5,5ef5c11-dirty
0.3,0.1,2,0.0,7,0.8377051034793574,0.8377051034793574,0.9226181835566343,0.5522688708149321,5.042856e-5,578,289.0,5ef5c11-dirty
0.01,0.2,8,0.01,6,0.02311527937300186,0.025229203517415217,0.02311527937300186,25.077838128486277,0.000112622154,767,383.5,5ef5c11-dirty
0.3,0.2,2,0.02,7,0.12341140826837106,0.12341140826837106,0.23504189707458062,3.1774655058862993,5.042856e-5,389,194.5,5ef5c11-dirty
0.0003,0.1,2,0.005,7,-0.04298639747112515,-0.04298639747112515,-0.03206097197190512,303.9844109279231,5.042856e-5,578,289.0,5ef5c11-dirty
0.0003,0.2,2,0.0,8,-0.06233987519639714,0.0739161084004577,-0.06233987519639714,428.62922908669225,0.00089239184,389,194.5,5ef5c11-dirty
0.3,0.05,2,0.005,8,0.25864607741656453,0.25864607741656453,0.47799451757091127,1.7219855215243087,0.00089239184,953,476.5,5ef5c11-dirty
0.001,0.02,8,0.01,4,0.020424425404403715,0.020424425404403715,0.22057904159487204,45.4377205372809,1.708457e-5,5852,2926.0,5ef5c11-dirty
0.001,0.2,2,0.0,8,-0.05410019760292848,0.07491287234133268,-0.05410019760292848,128.5304857515308,0.00089239184,389,194.5,5ef5c11-dirty
0.001,0.1,2,0.005,7,-0.06360845038575716,-0.06360845038575716,-0.03381080198008009,92.43020403173172,5.042856e-5,578,289.0,5ef5c11-dirty
0.03,0.2,8,0.01,6,0.07072891085931453,0.07072891085931453,0.17846446804157953,10.532890481928133,0.000112622154,767,383.5,5ef5c11-dirty
0.1,0.1,8,0.02,8,0.04790067483412639,0.04790067483412639,0.15691419313748237,5.760357539775561,0.00089239184,1334,667.0,5ef5c11-dirty
0.003,0.2,2,0.0,8,-0.030397320056034634,0.07776464211692326,-0.030397320056034634,42.79450621105739,0.00089239184,389,194.5,5ef5c11-dirty
0.001,0.01,2,0.005,3,-0.016626108741665802,0.033376334633721645,-0.016626108741665802,1.4731514750629484,3.956093e-5,3971,1985.5,5ef5c11-dirty
0.01,0.2,2,0.0,8,0.05336272640446155,0.08771820096416047,0.05336272640446155,12.806863168308645,0.00089239184,389,194.5,5ef5c11-dirty
0.003,0.1,2,0.005,7,-0.06871837695232265,-0.06871837695232265,-0.007568808171887898,32.557753068546475,5.042856e-5,578,289.0,5ef5c11-dirty
0.0003,0.05,2,0.01,8,-0.08298432749639344,-0.08298432749639344,-0.007190414035024069,13.78913182964487,0.00089239184,953,476.5,5ef5c11-dirty
0.03,0.2,2,0.0,8,0.11579586583826249,0.11579586583826249,0.26278685523544465,4.297678379514405,0.00089239184,389,194.5,5ef5c11-dirty
0.1,0.2,8,0.01,6,0.07959893604153304,0.07959893604153304,0.3265521137985503,4.309994429742676,0.000112622154,767,383.5,5ef5c11-dirty
0.1,0.2,2,0.0,8,0.2053218671943538,0.2053218671943538,0.511425875990324,1.5054493063185845,0.00089239184,389,194.5,5ef5c11-dirty
0.3,0.2,2,0.0,8,0.350218513009288,0.350218513009288,0.5615763015220244,0.9722627172110229,0.00089239184,389,194.5,5ef5c11-dirty
0.01,0.1,2,0.005,7,0.0024497045930662684,0.0024497045930662684,0.021978819566023742,12.32377496914367,5.042856e-5,578,289.0,5ef5c11-dirty
0.003,0.01,8,0.01,7,0.0048033675537189225,0.0048033675537189225,0.39631139028080714,16.618600658039085,5.042856e-5,11513,5756.5,5ef5c11-dirty
0.0003,0.2,2,0.005,8,0.026740564365031895,0.07643116244967178,0.026740564365031895,431.0947797974231,0.00089239184,389,194.5,5ef5c11-dirty
0.001,0.05,2,0.01,8,-0.08297902500809902,-0.08297902500809902,-0.006864625387772945,4.301101828235493,0.00089239184,953,476.5,5ef5c11-dirty
0.3,0.1,8,0.02,8,0.09603217281520947,0.09603217281520947,0.13723993858996772,3.3540696263000287,0.00089239184,1334,667.0,5ef5c11-dirty
0.3,0.2,8,0.01,6,0.028972243970498992,0.028972243970498992,0.4208742293969873,2.320998297134547,0.000112622154,767,383.5,5ef5c11-dirty
0.003,0.05,8,0.02,1,0.017475679843212723,0.017475679843212723,0.09375617236469243,13.069075733484732,0.00032680426,2459,1229.5,5ef5c11-dirty
0.001,0.2,2,0.005,8,0.049856337345557375,0.0817784901534994,0.049856337345557375,131.270286065658,0.00089239184,389,194.5,5ef5c11-dirty
0.03,0.1,2,0.005,7,0.060604766856168,0.060604766856168,0.2080687790266678,5.55523970508927,5.042856e-5,578,289.0,5ef5c11-dirty
0.003,0.2,2,0.005,8,0.07388371278433396,0.08452895546343986,0.07388371278433396,44.144104490538524,0.00089239184,389,194.5,5ef5c11-dirty
0.003,0.05,2,0.01,8,-0.08296223704960803,-0.08296223704960803,0.036029654099804104,1.7594063485318119,0.00089239184,953,476.5,5ef5c11-dirty
0.01,0.2,2,0.005,8,0.06776490286451133,0.08801177108537893,0.06776490286451133,14.412751132698094,0.00089239184,389,194.5,5ef5c11-dirty
0.0003,0.2,8,0.02,6,-0.0625017183867491,-0.0003382563641194487,-0.0625017183867491,749.9027403399798,0.000112622154,767,383.5,5ef5c11-dirty
0.1,0.1,2,0.005,7,0.15524414261989594,0.15524414261989594,0.47519583675470595,2.8110077042132304,5.042856e-5,578,289.0,5ef5c11-dirty
0.03,0.2,2,0.005,8,0.07637190698858373,0.07637190698858373,0.1310919129704939,5.959136960242597,0.00089239184,389,194.5,5ef5c11-dirty
0.0003,0.02,2,0.0,1,0.3309595618945021,0.3309595618945021,0.8217319999249906,2.6781003058696826,0.00032680426,2084,1042.0,5ef5c11-dirty
0.1,0.2,2,0.005,8,0.05881663138609208,0.05881663138609208,0.18799596619607775,2.8791642008762266,0.00089239184,389,194.5,5ef5c11-dirty
0.3,0.1,2,0.005,7,0.364873931396939,0.364873931396939,0.7663686446439437,1.7116388665349727,5.042856e-5,578,289.0,5ef5c11-dirty
0.001,0.2,8,0.02,6,-0.021274177041420168,-0.00033837938322469534,-0.021274177041420168,224.97365372593018,0.000112622154,767,383.5,5ef5c11-dirty
0.01,0.05,2,0.01,8,0.002776468441770814,0.002776468441770814,0.04757626254726334,6.25564619725508,0.00089239184,953,476.5,5ef5c11-dirty
0.3,0.2,2,0.005,8,0.1376867168461657,0.1376867168461657,0.3460716517791383,1.6234657792869889,0.00089239184,389,194.5,5ef5c11-dirty
0.0003,0.2,2,0.01,8,-0.1091236292032947,0.06861712446699053,-0.1091236292032947,428.2011722907735,0.00089239184,389,194.5,5ef5c11-dirty
0.0003,0.1,2,0.01,7,-0.047032248965567736,-0.04357818938835453,-0.047032248965567736,302.1609634076328,5.042856e-5,578,289.0,5ef5c11-dirty
0.001,0.2,2,0.01,8,-0.10912506512369176,0.06861615003053168,-0.10912506512369176,128.41649291334903,0.00089239184,389,194.5,5ef5c11-dirty
0.003,0.2,8,0.02,6,-0.0003377983143635123,-0.0003377983143635123,0.0013464416151538776,74.99779112604651,0.000112622154,767,383.5,5ef5c11-dirty
0.03,0.05,2,0.01,8,0.11333837506193485,0.11333837506193485,0.1880645321532327,8.02850713227651,0.00089239184,953,476.5,5ef5c11-dirty
0.003,0.01,2,0.005,3,0.051776475096643494,0.1076263336542078,0.051776475096643494,27.152319922409458,3.956093e-5,3971,1985.5,5ef5c11-dirty
0.001,0.1,2,0.01,7,-0.03914726951436189,-0.03914726951436189,0.3305592169657386,96.25173061681427,5.042856e-5,578,289.0,5ef5c11-dirty
0.003,0.2,2,0.01,8,-0.06263250178641713,0.06861635584609736,-0.06263250178641713,42.7699424088118,0.00089239184,389,194.5,5ef5c11-dirty
0.001,0.02,2,0.0,1,0.7654464938727583,0.7654464938727583,0.9790327071666497,0.8038042000602221,0.00032680426,2084,1042.0,5ef5c11-dirty
0.01,0.05,8,0.02,1,0.04140249557371688,0.04140249557371688,0.11028039904219394,24.555380906164228,0.00032680426,2459,1229.5,5ef5c11-dirty
0.01,0.2,2,0.01,8,0.07096626850551924,0.10056020479878452,0.07096626850551924,15.275356286633293,0.00089239184,389,194.5,5ef5c11-dirty
0.003,0.1,2,0.01,7,-0.037560644601881674,-0.037560644601881674,0.3552078727816086,33.093012425000914,5.042856e-5,578,289.0,5ef5c11-dirty
0.01,0.2,8,0.02,6,-0.00016277280546688185,-6.7848574005181e-5,-0.00016277280546688185,23.146686189400697,0.000112622154,767,383.5,5ef5c11-dirty
0.03,0.2,2,0.01,8,0.15097240956310937,0.15097240956310937,0.15312607474586218,7.798973096583396,0.00089239184,389,194.5,5ef5c11-dirty
0.1,0.05,2,0.01,8,0.14585675481793686,0.14585675481793686,0.3004731611556771,4.135132404396111,0.00089239184,953,476.5,5ef5c11-dirty
0.01,0.1,2,0.01,7,-0.026156638633246146,-0.026156638633246146,0.27196908501553746,11.650409830421193,5.042856e-5,578,289.0,5ef5c11-dirty
0.1,0.2,2,0.01,8,0.1577714709783763,0.1577714709783763,0.18368329470769748,3.5876863443813334,0.00089239184,389,194.5,5ef5c11-dirty
0.3,0.2,2,0.01,8,0.11517461328128195,0.11517461328128195,0.2085806524553136,2.1683604580471543,0.00089239184,389,194.5,5ef5c11-dirty
0.03,0.2,8,0.02,6,0.0014856477322290195,0.0014856477322290195,0.03601548785552778,9.189002130926955,0.000112622154,767,383.5,5ef5c11-dirty
0.03,0.1,2,0.01,7,0.0704614607609541,0.0704614607609541,0.44731064026618206,7.215402723796974,5.042856e-5,578,289.0,5ef5c11-dirty
0.003,0.02,2,0.0,1,0.9613351203986712,0.9613351203986712,0.99572959131503,0.27790485185782565,0.00032680426,2084,1042.0,5ef5c11-dirty
0.3,0.05,2,0.01,8,0.1767502549803508,0.1767502549803508,0.3425577181533626,2.5338073762208078,0.00089239184,953,476.5,5ef5c11-dirty
0.0003,0.2,2,0.02,8,-0.04141222476122412,0.06379073016715611,-0.04141222476122412,437.8894382201549,0.00089239184,389,194.5,5ef5c11-dirty
0.1,0.1,2,0.01,7,0.18279545594487887,0.18279545594487887,0.46496348617508154,3.784743873086929,5.042856e-5,578,289.0,5ef5c11-dirty
0.3,0.005,2,0.0,6,0.9591873228640537,0.9884389388604851,0.9591873228640537,0.15278068295361016,0.000112622154,7739,3869.5,5ef5c11-dirty
0.001,0.2,2,0.02,8,-0.02646363940361405,0.06322073979601654,-0.02646363940361405,131.33720878022044,0.00089239184,389,194.5,5ef5c11-dirty
0.1,0.2,8,0.02,6,0.018794138481385704,0.018794138481385704,0.12975013365202553,5.075302935097107,0.000112622154,767,383.5,5ef5c11-dirty
0.003,0.02,8,0.01,4,-0.015809215448645466,-0.015809215448645466,0.2094173351133195,25.047313341092657,1.708457e-5,5852,2926.0,5ef5c11-dirty
0.003,0.2,2,0.02,8,-0.045113606102895304,0.063221299246675,-0.045113606102895304,43.74732980175307,0.00089239184,389,194.5,5ef5c11-dirty
0.0003,0.05,2,0.02,8,-0.07949814675351423,-0.07949814675351423,0.01992378102805044,14.13059807344248,0.00089239184,953,476.5,5ef5c11-dirty
0.01,0.2,2,0.02,8,0.009123906632324331,0.0657984909267342,0.009123906632324331,15.590847884158897,0.00089239184,389,194.5,5ef5c11-dirty
0.03,0.05,8,0.02,1,0.06623404834697308,0.06623404834697308,0.24783747486935717,14.52710404299905,0.00032680426,2459,1229.5,5ef5c11-dirty
0.3,0.1,2,0.01,7,0.2761734897828208,0.2761734897828208,0.48588005972776666,2.2005425116991084,5.042856e-5,578,289.0,5ef5c11-dirty
0.3,0.2,8,0.02,6,0.030829058884549346,0.030829058884549346,0.17950913030355392,2.916124829944797,0.000112622154,767,383.5,5ef5c11-dirty
